flag,gid,role,cluster_id,priority_score,metric_value,meaning,evidence,attention
chain_transit,100000003390036100,peripheral,12,0.644832,1.0,узел является внутренним звеном сквозной цепочки,"Недостаточно признаков роли: 2 плательщиков, 2 получателей, колено 2.",возвратный поток (2 цикл.); звено сквозной цепочки (1)
chain_transit,100000003718221100,peripheral,24,0.624383,1.0,узел является внутренним звеном сквозной цепочки,"Недостаточно признаков роли: 2 плательщиков, 4 получателей, колено 2.",возвратный поток (4 цикл.); звено сквозной цепочки (1)
chain_transit,100000008172352100,peripheral,33,0.621769,4.0,узел является внутренним звеном сквозной цепочки,"Недостаточно признаков роли: 3 плательщиков, 7 получателей, колено 1.",звено сквозной цепочки (4)
chain_transit,100000000667713100,peripheral,5,0.615012,2.0,узел является внутренним звеном сквозной цепочки,"Недостаточно признаков роли: 2 плательщиков, 6 получателей, колено 1.",возвратный поток с seed (2 цикл.); звено сквозной цепочки (2)
chain_transit,100000003796063100,distributor,6,0.610376,2.0,узел является внутренним звеном сквозной цепочки,"Признаки распределения: 15 получателей против 1 плательщиков, исходящий поток 959,150 KZT.",возвратный поток с seed (9 цикл.); звено сквозной цепочки (2)
chain_transit,100000008637537100,peripheral,41,0.602789,1.0,узел является внутренним звеном сквозной цепочки,"Недостаточно признаков роли: 3 плательщиков, 3 получателей, колено 0.",возвратный поток с seed (4 цикл.); повторная пересылка за ≤2 дня (1 маршр.); повтор одной суммы ×8
chain_transit,100000002941114100,peripheral,12,0.595592,1.0,узел является внутренним звеном сквозной цепочки,"Недостаточно признаков роли: 2 плательщиков, 1 получателей, колено 1.",возвратный поток (1 цикл.); звено сквозной цепочки (1); 11 входов у порога 5–10 тыс.
chain_transit,100000003360542100,peripheral,12,0.589694,1.0,узел является внутренним звеном сквозной цепочки,"Недостаточно признаков роли: 2 плательщиков, 2 получателей, колено 2.",возвратный поток (3 цикл.); звено сквозной цепочки (1)
chain_transit,100000008561016100,transit,3,0.589524,1.0,узел является внутренним звеном сквозной цепочки,"Признаки транзита: отдал 103% видимого входа; 1→1 связей, быстрый выход 100%.",повторная пересылка за ≤2 дня (1 маршр.)
chain_transit,100000004140487100,distributor,4,0.584308,2.0,узел является внутренним звеном сквозной цепочки,"Признаки распределения: 10 получателей против 1 плательщиков, исходящий поток 262,600 KZT.",возвратный поток (3 цикл.); звено сквозной цепочки (2); повтор одной суммы ×4
chain_transit,100000008636603100,peripheral,5,0.581642,3.0,узел является внутренним звеном сквозной цепочки,"Недостаточно признаков роли: 2 плательщиков, 6 получателей, колено 2.",возвратный поток с seed (2 цикл.); звено сквозной цепочки (3)
chain_transit,100000002645993100,peripheral,1,0.575386,11.0,узел является внутренним звеном сквозной цепочки,"Недостаточно признаков роли: 2 плательщиков, 5 получателей, колено 3.",возвратный поток (2 цикл.); звено сквозной цепочки (11)
chain_transit,100000004077081100,peripheral,4,0.559848,7.0,узел является внутренним звеном сквозной цепочки,"Недостаточно признаков роли: 1 плательщиков, 4 получателей, колено 3.",звено сквозной цепочки (7)
chain_transit,100000005584222100,peripheral,1,0.542485,1.0,узел является внутренним звеном сквозной цепочки,"Недостаточно признаков роли: 2 плательщиков, 2 получателей, колено 1.",возвратный поток (1 цикл.); звено сквозной цепочки (1)
chain_transit,100000000089154100,distributor,1,0.542004,2.0,узел является внутренним звеном сквозной цепочки,"Признаки распределения: 15 получателей против 1 плательщиков, исходящий поток 425,500 KZT.",возвратный поток с seed (5 цикл.); звено сквозной цепочки (2); повтор одной суммы ×4
chain_transit,100000005186131100,transit,1,0.536319,2.0,узел является внутренним звеном сквозной цепочки,"Признаки транзита: отдал 100% видимого входа; 1→1 связей, быстрый выход 100%.",звено сквозной цепочки (2)
chain_transit,100000008501413100,transit,34,0.529304,1.0,узел является внутренним звеном сквозной цепочки,"Признаки транзита: отдал 102% видимого входа; 1→1 связей, быстрый выход 100%.",звено сквозной цепочки (1)
chain_transit,100000001102676100,transit,4,0.527022,3.0,узел является внутренним звеном сквозной цепочки,"Признаки транзита: отдал 100% видимого входа; 1→1 связей, быстрый выход 100%.",звено сквозной цепочки (3)
chain_transit,100000001279272100,peripheral,1,0.507409,8.0,узел является внутренним звеном сквозной цепочки,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",возвратный поток (1 цикл.); звено сквозной цепочки (8)
chain_transit,100000006165886100,peripheral,1,0.504348,1.0,узел является внутренним звеном сквозной цепочки,"Недостаточно признаков роли: 2 плательщиков, 1 получателей, колено 3.",звено сквозной цепочки (1)
chain_transit,100000006641671100,transit,7,0.499722,1.0,узел является внутренним звеном сквозной цепочки,"Признаки транзита: отдал 114% видимого входа; 2→1 связей, быстрый выход 100%.",звено сквозной цепочки (1)
chain_transit,100000008314203100,peripheral,41,0.499081,1.0,узел является внутренним звеном сквозной цепочки,"Недостаточно признаков роли: 2 плательщиков, 2 получателей, колено 0.",возвратный поток с seed (4 цикл.); повторная пересылка за ≤2 дня (1 маршр.); повтор одной суммы ×5
chain_transit,100000008443341100,peripheral,13,0.4877,4.0,узел является внутренним звеном сквозной цепочки,"Недостаточно признаков роли: 2 плательщиков, 3 получателей, колено 1.",возвратный поток с seed (3 цикл.); звено сквозной цепочки (4)
chain_transit,100000005602999100,peripheral,34,0.475381,1.0,узел является внутренним звеном сквозной цепочки,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 2.",возвратный поток (1 цикл.); звено сквозной цепочки (1)
chain_transit,100000005357705100,peripheral,7,0.463362,1.0,узел является внутренним звеном сквозной цепочки,"Недостаточно признаков роли: 1 плательщиков, 4 получателей, колено 3.",звено сквозной цепочки (1)
chain_transit,100000007322059100,peripheral,33,0.462444,2.0,узел является внутренним звеном сквозной цепочки,"Недостаточно признаков роли: 2 плательщиков, 1 получателей, колено 2.",возвратный поток (1 цикл.); звено сквозной цепочки (2)
chain_transit,100000004770073100,transit,1,0.453321,3.0,узел является внутренним звеном сквозной цепочки,"Признаки транзита: отдал 100% видимого входа; 1→1 связей, быстрый выход 100%.",звено сквозной цепочки (3)
chain_transit,100000008493007100,transit,2,0.425725,1.0,узел является внутренним звеном сквозной цепочки,"Признаки транзита: отдал 100% видимого входа; 1→1 связей, быстрый выход 100%.",звено сквозной цепочки (1)
chain_transit,100000004475818100,peripheral,6,0.408964,1.0,узел является внутренним звеном сквозной цепочки,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 3.",возвратный поток (1 цикл.); звено сквозной цепочки (1)
chain_transit,100000008757369100,peripheral,1,0.401123,1.0,узел является внутренним звеном сквозной цепочки,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",повторная пересылка за ≤2 дня (1 маршр.)
chain_transit,100000007197866100,peripheral,7,0.38948,3.0,узел является внутренним звеном сквозной цепочки,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",звено сквозной цепочки (3)
sync_payers,100000008603629100,coordinator,7,0.981072,4.0,несколько разных плательщиков в один день,"Гипотеза координации: достижим из 4 seed, 19 плательщиков, мост 0.0018.",возвратный поток с seed (73 цикл.); повторная пересылка за ≤2 дня (4 маршр.); 4 плательщиков в один день; повтор одной суммы ×4; плательщиков больше 99% узлов колена 2
sync_payers,100000000437046100,coordinator,1,0.977091,3.0,несколько разных плательщиков в один день,"Гипотеза координации: достижим из 4 seed, 9 плательщиков, мост 0.0008.",возвратный поток с seed (42 цикл.); повторная пересылка за ≤2 дня (4 маршр.); 3 плательщиков в один день; повтор одной суммы ×5
sync_payers,100000000331309100,coordinator,6,0.973932,3.0,несколько разных плательщиков в один день,"Гипотеза координации: достижим из 4 seed, 5 плательщиков, мост 0.0014.",возвратный поток с seed (2 цикл.); звено сквозной цепочки (10); 3 плательщиков в один день; повтор одной суммы ×7
sync_payers,100000008346837100,coordinator,14,0.961321,4.0,несколько разных плательщиков в один день,"Гипотеза координации: достижим из 6 seed, 9 плательщиков, мост 0.0063.",возвратный поток с seed (7 цикл.); звено сквозной цепочки (6); 4 плательщиков в один день
sync_payers,100000003115284100,consolidator,12,0.958669,7.0,несколько разных плательщиков в один день,"Признаки консолидации: 8 плательщиков, 2 получателей, входящий поток 2,160,500 KZT.",возвратный поток (2 цикл.); звено сквозной цепочки (2); 7 плательщиков в один день; плательщиков больше 99% узлов колена 1
sync_payers,100000001857829100,coordinator,7,0.945212,3.0,несколько разных плательщиков в один день,"Гипотеза координации: достижим из 3 seed, 6 плательщиков, мост 0.0009.",возвратный поток (6 цикл.); звено сквозной цепочки (1); 3 плательщиков в один день
sync_payers,100000008165763100,transit,4,0.926856,4.0,несколько разных плательщиков в один день,"Признаки транзита: отдал 109% видимого входа; 15→17 связей, быстрый выход 81%.",4 плательщиков в один день; плательщиков больше 99% узлов колена 1
sync_payers,100000006889963100,consolidator,6,0.921931,4.0,несколько разных плательщиков в один день,"Признаки консолидации: 4 плательщиков, 1 получателей, входящий поток 1,431,000 KZT.",4 плательщиков в один день
sync_payers,100000008547948100,coordinator,3,0.917382,4.0,несколько разных плательщиков в один день,"Гипотеза координации: достижим из 3 seed, 6 плательщиков, мост 0.0004.",возвратный поток (5 цикл.); звено сквозной цепочки (1); 4 плательщиков в один день
sync_payers,100000002398779100,consolidator,1,0.912189,7.0,несколько разных плательщиков в один день,"Признаки консолидации: 13 плательщиков, 1 получателей, входящий поток 1,095,690 KZT.",повторная пересылка за ≤2 дня (2 маршр.); 7 плательщиков в один день; плательщиков больше 99% узлов колена 2
sync_payers,100000008730846100,consolidator,12,0.908719,4.0,несколько разных плательщиков в один день,"Признаки консолидации: 7 плательщиков, 3 получателей, входящий поток 155,042 KZT.",4 плательщиков в один день
sync_payers,100000004299488100,consolidator,1,0.900693,3.0,несколько разных плательщиков в один день,"Признаки консолидации: 6 плательщиков, 2 получателей, входящий поток 1,749,000 KZT.",возвратный поток (1 цикл.); повторная пересылка за ≤2 дня (1 маршр.); 3 плательщиков в один день; повтор одной суммы ×4
sync_payers,100000000332284100,consolidator,6,0.844988,3.0,несколько разных плательщиков в один день,"Признаки консолидации: 10 плательщиков, 3 получателей, входящий поток 107,426 KZT.",3 плательщиков в один день; 10 входов у порога 5–10 тыс.; плательщиков больше 99% узлов колена 2
sync_payers,100000003684369100,distributor,4,0.844489,6.0,несколько разных плательщиков в один день,"Признаки распределения: 62 получателей против 24 плательщиков, исходящий поток 8,588,655 KZT.",возвратный поток с seed (1 цикл.); звено сквозной цепочки (24); 6 плательщиков в один день; повтор одной суммы ×6; плательщиков больше 99% узлов колена 0
sync_payers,100000008546855100,consolidator,18,0.84167,5.0,несколько разных плательщиков в один день,"Признаки консолидации: 6 плательщиков, 2 получателей, входящий поток 71,790 KZT.",возвратный поток (2 цикл.); 5 плательщиков в один день; 5 входов у порога 5–10 тыс.
sync_payers,100000006866783100,distributor,1,0.830206,5.0,несколько разных плательщиков в один день,"Признаки распределения: 67 получателей против 13 плательщиков, исходящий поток 3,948,037 KZT.",возвратный поток с seed (93 цикл.); повторная пересылка за ≤2 дня (5 маршр.); 5 плательщиков в один день; повтор одной суммы ×9
sync_payers,100000003016635100,distributor,5,0.825536,3.0,несколько разных плательщиков в один день,"Признаки распределения: 73 получателей против 8 плательщиков, исходящий поток 9,414,081 KZT.",возвратный поток с seed (13 цикл.); повторная пересылка за ≤2 дня (8 маршр.); 3 плательщиков в один день; повтор одной суммы ×5; 23 входов у порога 5–10 тыс.
sync_payers,100000007055802100,consolidator,1,0.802891,4.0,несколько разных плательщиков в один день,"Признаки консолидации: 6 плательщиков, 1 получателей, входящий поток 2,024,999 KZT.",возвратный поток (1 цикл.); повторная пересылка за ≤2 дня (1 маршр.); 4 плательщиков в один день
sync_payers,100000004486525100,consolidator,1,0.773733,5.0,несколько разных плательщиков в один день,"Признаки консолидации: 8 плательщиков, 2 получателей, входящий поток 360,924 KZT.",5 плательщиков в один день
sync_payers,100000002718366100,consolidator,3,0.721764,3.0,несколько разных плательщиков в один день,"Признаки консолидации: 6 плательщиков, 0 получателей, входящий поток 2,525,000 KZT.",3 плательщиков в один день
sync_payers,100000001282143100,consolidator,10,0.71905,4.0,несколько разных плательщиков в один день,"Признаки консолидации: 5 плательщиков, 0 получателей, входящий поток 1,700,000 KZT.",4 плательщиков в один день; плательщиков больше 99% узлов колена 3
sync_payers,100000002894076100,consolidator,11,0.718383,3.0,несколько разных плательщиков в один день,"Признаки консолидации: 4 плательщиков, 0 получателей, входящий поток 1,122,782 KZT.",3 плательщиков в один день
sync_payers,100000003404627100,consolidator,41,0.7126,3.0,несколько разных плательщиков в один день,"Признаки консолидации: 4 плательщиков, 0 получателей, входящий поток 877,700 KZT.",3 плательщиков в один день
sync_payers,100000002369874100,consolidator,3,0.699077,4.0,несколько разных плательщиков в один день,"Признаки консолидации: 4 плательщиков, 0 получателей, входящий поток 600,000 KZT.",4 плательщиков в один день
sync_payers,100000002547110100,consolidator,3,0.689246,5.0,несколько разных плательщиков в один день,"Признаки консолидации: 6 плательщиков, 0 получателей, входящий поток 1,500,000 KZT.",5 плательщиков в один день; плательщиков больше 99% узлов колена 3
sync_payers,100000001303311100,consolidator,22,0.687422,4.0,несколько разных плательщиков в один день,"Признаки консолидации: 5 плательщиков, 0 получателей, входящий поток 1,324,000 KZT.",4 плательщиков в один день; плательщиков больше 99% узлов колена 3
sync_payers,100000004962193100,consolidator,1,0.687244,5.0,несколько разных плательщиков в один день,"Признаки консолидации: 8 плательщиков, 0 получателей, входящий поток 900,468 KZT.",5 плательщиков в один день
sync_payers,100000005782781100,peripheral,11,0.674628,3.0,несколько разных плательщиков в один день,"Недостаточно признаков роли: 6 плательщиков, 10 получателей, колено 2.",возвратный поток (1 цикл.); 3 плательщиков в один день
sync_payers,100000004336312100,transit,35,0.665358,3.0,несколько разных плательщиков в один день,"Признаки транзита: отдал 80% видимого входа; 3→2 связей, быстрый выход 43%.",возвратный поток (8 цикл.); 3 плательщиков в один день
sync_payers,100000002849158100,peripheral,3,0.655049,3.0,несколько разных плательщиков в один день,"Недостаточно признаков роли: 3 плательщиков, 1 получателей, колено 3.",3 плательщиков в один день
sync_payers,100000001887715100,peripheral,22,0.632762,3.0,несколько разных плательщиков в один день,"Недостаточно признаков роли: 3 плательщиков, 1 получателей, колено 3.",3 плательщиков в один день
sync_payers,100000007229557100,terminal,22,0.592325,3.0,несколько разных плательщиков в один день,"Наблюдаемый конечный узел: вход от 3 клиентов (878,000 KZT), исходящих нет; колено 3<4.",3 плательщиков в один день
sync_payers,100000002793881100,terminal,3,0.591266,3.0,несколько разных плательщиков в один день,"Наблюдаемый конечный узел: вход от 3 клиентов (785,600 KZT), исходящих нет; колено 3<4.",3 плательщиков в один день
sync_payers,100000001875239100,terminal,3,0.590132,3.0,несколько разных плательщиков в один день,"Наблюдаемый конечный узел: вход от 3 клиентов (712,000 KZT), исходящих нет; колено 3<4.",3 плательщиков в один день
sync_payers,100000002443664100,terminal,10,0.587334,3.0,несколько разных плательщиков в один день,"Наблюдаемый конечный узел: вход от 3 клиентов (556,880 KZT), исходящих нет; колено 2<4.",3 плательщиков в один день
sync_payers,100000002956769100,terminal,10,0.573797,3.0,несколько разных плательщиков в один день,"Наблюдаемый конечный узел: вход от 3 клиентов (840,000 KZT), исходящих нет; колено 3<4.",3 плательщиков в один день
sync_payers,100000002731501100,peripheral,26,0.527352,3.0,несколько разных плательщиков в один день,"Недостаточно признаков роли: 3 плательщиков, 7 получателей, колено 1.",возвратный поток с seed (10 цикл.); 3 плательщиков в один день; повтор одной суммы ×5
sync_payers,100000004652395100,peripheral,1,0.2999,3.0,несколько разных плательщиков в один день,"Граница обхода: колено 4, вход от 3 клиентов; исходящие не выгружены. У похожих узлов колен 1–3 выход есть в 73% случаев.",3 плательщиков в один день; плательщиков больше 99% узлов колена 4; продлить обход: скрытый выход ~73%
repeat_amount,100000008603629100,coordinator,7,0.981072,4.0,одна и та же сумма отправлялась многократно,"Гипотеза координации: достижим из 4 seed, 19 плательщиков, мост 0.0018.",возвратный поток с seed (73 цикл.); повторная пересылка за ≤2 дня (4 маршр.); 4 плательщиков в один день; повтор одной суммы ×4; плательщиков больше 99% узлов колена 2
repeat_amount,100000000437046100,coordinator,1,0.977091,5.0,одна и та же сумма отправлялась многократно,"Гипотеза координации: достижим из 4 seed, 9 плательщиков, мост 0.0008.",возвратный поток с seed (42 цикл.); повторная пересылка за ≤2 дня (4 маршр.); 3 плательщиков в один день; повтор одной суммы ×5
repeat_amount,100000000331309100,coordinator,6,0.973932,7.0,одна и та же сумма отправлялась многократно,"Гипотеза координации: достижим из 4 seed, 5 плательщиков, мост 0.0014.",возвратный поток с seed (2 цикл.); звено сквозной цепочки (10); 3 плательщиков в один день; повтор одной суммы ×7
repeat_amount,100000005910114100,coordinator,1,0.943216,5.0,одна и та же сумма отправлялась многократно,"Гипотеза координации: достижим из 4 seed, 3 плательщиков, мост 0.0035.",возвратный поток с seed (18 цикл.); звено сквозной цепочки (5); повтор одной суммы ×5
repeat_amount,100000005933757100,distributor,15,0.916515,8.0,одна и та же сумма отправлялась многократно,"Признаки распределения: 34 получателей против 4 плательщиков, исходящий поток 3,002,628 KZT.",возвратный поток (3 цикл.); повтор одной суммы ×8
repeat_amount,100000008489922100,coordinator,3,0.913812,5.0,одна и та же сумма отправлялась многократно,"Гипотеза координации: достижим из 3 seed, 3 плательщиков, мост 0.0003.",возвратный поток (2 цикл.); звено сквозной цепочки (1); повтор одной суммы ×5
repeat_amount,100000007594394100,consolidator,18,0.901557,4.0,одна и та же сумма отправлялась многократно,"Признаки консолидации: 6 плательщиков, 1 получателей, входящий поток 395,385 KZT.",возвратный поток (1 цикл.); повторная пересылка за ≤2 дня (3 маршр.); повтор одной суммы ×4
repeat_amount,100000004299488100,consolidator,1,0.900693,4.0,одна и та же сумма отправлялась многократно,"Признаки консолидации: 6 плательщиков, 2 получателей, входящий поток 1,749,000 KZT.",возвратный поток (1 цикл.); повторная пересылка за ≤2 дня (1 маршр.); 3 плательщиков в один день; повтор одной суммы ×4
repeat_amount,100000004400305100,distributor,1,0.886588,7.0,одна и та же сумма отправлялась многократно,"Признаки распределения: 82 получателей против 7 плательщиков, исходящий поток 5,830,181 KZT.",возвратный поток с seed (42 цикл.); звено сквозной цепочки (13); повтор одной суммы ×7
repeat_amount,100000004070318100,distributor,1,0.879738,4.0,одна и та же сумма отправлялась многократно,"Признаки распределения: 19 получателей против 4 плательщиков, исходящий поток 551,860 KZT.",возвратный поток с seed (41 цикл.); повторная пересылка за ≤2 дня (1 маршр.); повтор одной суммы ×4
repeat_amount,100000005287097100,distributor,5,0.867304,6.0,одна и та же сумма отправлялась многократно,"Признаки распределения: 9 получателей против 2 плательщиков, исходящий поток 697,300 KZT.",возвратный поток с seed (6 цикл.); звено сквозной цепочки (2); повтор одной суммы ×6
repeat_amount,100000003684369100,distributor,4,0.844489,6.0,одна и та же сумма отправлялась многократно,"Признаки распределения: 62 получателей против 24 плательщиков, исходящий поток 8,588,655 KZT.",возвратный поток с seed (1 цикл.); звено сквозной цепочки (24); 6 плательщиков в один день; повтор одной суммы ×6; плательщиков больше 99% узлов колена 0
repeat_amount,100000004847758100,distributor,4,0.841915,6.0,одна и та же сумма отправлялась многократно,"Признаки распределения: 15 получателей против 4 плательщиков, исходящий поток 488,800 KZT.",возвратный поток с seed (7 цикл.); повторная пересылка за ≤2 дня (1 маршр.); повтор одной суммы ×6
repeat_amount,100000006866783100,distributor,1,0.830206,9.0,одна и та же сумма отправлялась многократно,"Признаки распределения: 67 получателей против 13 плательщиков, исходящий поток 3,948,037 KZT.",возвратный поток с seed (93 цикл.); повторная пересылка за ≤2 дня (5 маршр.); 5 плательщиков в один день; повтор одной суммы ×9
repeat_amount,100000003016635100,distributor,5,0.825536,5.0,одна и та же сумма отправлялась многократно,"Признаки распределения: 73 получателей против 8 плательщиков, исходящий поток 9,414,081 KZT.",возвратный поток с seed (13 цикл.); повторная пересылка за ≤2 дня (8 маршр.); 3 плательщиков в один день; повтор одной суммы ×5; 23 входов у порога 5–10 тыс.
repeat_amount,100000008324800100,transit,72,0.814073,5.0,одна и та же сумма отправлялась многократно,"Признаки транзита: отдал 97% видимого входа; 3→1 связей, быстрый выход 76%.",возвратный поток (1 цикл.); повтор одной суммы ×5
repeat_amount,100000007593823100,coordinator,1,0.813527,10.0,одна и та же сумма отправлялась многократно,"Гипотеза координации: достижим из 4 seed, 3 плательщиков, мост 0.0002.",возвратный поток (4 цикл.); повторная пересылка за ≤2 дня (1 маршр.); повтор одной суммы ×10
repeat_amount,100000004390333100,distributor,1,0.795774,4.0,одна и та же сумма отправлялась многократно,"Признаки распределения: 9 получателей против 2 плательщиков, исходящий поток 506,500 KZT.",возвратный поток с seed (16 цикл.); повтор одной суммы ×4
repeat_amount,100000008465789100,distributor,3,0.717004,5.0,одна и та же сумма отправлялась многократно,"Признаки распределения: 16 получателей против 1 плательщиков, исходящий поток 1,858,100 KZT.",возвратный поток (2 цикл.); повтор одной суммы ×5
repeat_amount,100000002578405100,distributor,2,0.700712,8.0,одна и та же сумма отправлялась многократно,"Признаки распределения: 116 получателей против 2 плательщиков, исходящий поток 3,108,352 KZT.",возвратный поток (2 цикл.); звено сквозной цепочки (1); повтор одной суммы ×8
repeat_amount,100000007908818100,peripheral,4,0.698679,6.0,одна и та же сумма отправлялась многократно,"Недостаточно признаков роли: 4 плательщиков, 6 получателей, колено 1.",повтор одной суммы ×6
repeat_amount,100000003880331100,distributor,7,0.661355,12.0,одна и та же сумма отправлялась многократно,"Признаки распределения: 16 получателей против 1 плательщиков, исходящий поток 3,904,908 KZT.",возвратный поток (3 цикл.); повторная пересылка за ≤2 дня (2 маршр.); повтор одной суммы ×12
repeat_amount,100000001697501100,distributor,2,0.659253,6.0,одна и та же сумма отправлялась многократно,"Признаки распределения: 38 получателей против 3 плательщиков, исходящий поток 1,482,606 KZT.",возвратный поток с seed (3 цикл.); повтор одной суммы ×6
repeat_amount,100000000413678100,peripheral,7,0.658485,4.0,одна и та же сумма отправлялась многократно,"Недостаточно признаков роли: 2 плательщиков, 3 получателей, колено 3.",повтор одной суммы ×4
repeat_amount,100000002267998100,peripheral,24,0.620385,4.0,одна и та же сумма отправлялась многократно,"Недостаточно признаков роли: 2 плательщиков, 3 получателей, колено 2.",возвратный поток (4 цикл.); повторная пересылка за ≤2 дня (1 маршр.); повтор одной суммы ×4
repeat_amount,100000004160650100,distributor,26,0.619362,12.0,одна и та же сумма отправлялась многократно,"Признаки распределения: 10 получателей против 2 плательщиков, исходящий поток 1,489,827 KZT.",возвратный поток с seed (12 цикл.); повтор одной суммы ×12
repeat_amount,100000002175422100,peripheral,32,0.611902,4.0,одна и та же сумма отправлялась многократно,"Недостаточно признаков роли: 3 плательщиков, 6 получателей, колено 2.",возвратный поток (3 цикл.); повтор одной суммы ×4
repeat_amount,100000008637537100,peripheral,41,0.602789,8.0,одна и та же сумма отправлялась многократно,"Недостаточно признаков роли: 3 плательщиков, 3 получателей, колено 0.",возвратный поток с seed (4 цикл.); повторная пересылка за ≤2 дня (1 маршр.); повтор одной суммы ×8
repeat_amount,100000008748408100,distributor,9,0.589991,4.0,одна и та же сумма отправлялась многократно,"Признаки распределения: 21 получателей против 1 плательщиков, исходящий поток 1,499,960 KZT.",повтор одной суммы ×4
repeat_amount,100000002692750100,peripheral,9,0.589213,5.0,одна и та же сумма отправлялась многократно,"Недостаточно признаков роли: 3 плательщиков, 1 получателей, колено 2.",возвратный поток (1 цикл.); повтор одной суммы ×5
repeat_amount,100000002224132100,peripheral,25,0.587779,7.0,одна и та же сумма отправлялась многократно,"Недостаточно признаков роли: 5 плательщиков, 4 получателей, колено 2.",возвратный поток (8 цикл.); повторная пересылка за ≤2 дня (1 маршр.); повтор одной суммы ×7
repeat_amount,100000004140487100,distributor,4,0.584308,4.0,одна и та же сумма отправлялась многократно,"Признаки распределения: 10 получателей против 1 плательщиков, исходящий поток 262,600 KZT.",возвратный поток (3 цикл.); звено сквозной цепочки (2); повтор одной суммы ×4
repeat_amount,100000001732159100,peripheral,41,0.582587,5.0,одна и та же сумма отправлялась многократно,"Недостаточно признаков роли: 2 плательщиков, 4 получателей, колено 0.",возвратный поток с seed (4 цикл.); повторная пересылка за ≤2 дня (1 маршр.); повтор одной суммы ×5
repeat_amount,100000004221668100,peripheral,9,0.57773,4.0,одна и та же сумма отправлялась многократно,"Недостаточно признаков роли: 4 плательщиков, 3 получателей, колено 2.",возвратный поток (3 цикл.); повтор одной суммы ×4
repeat_amount,100000007864477100,peripheral,1,0.566061,5.0,одна и та же сумма отправлялась многократно,"Недостаточно признаков роли: 2 плательщиков, 6 получателей, колено 3.",повтор одной суммы ×5
repeat_amount,100000002527114100,distributor,2,0.561934,4.0,одна и та же сумма отправлялась многократно,"Признаки распределения: 111 получателей против 3 плательщиков, исходящий поток 3,289,249 KZT.",возвратный поток с seed (3 цикл.); повтор одной суммы ×4
repeat_amount,100000008628231100,peripheral,67,0.544776,8.0,одна и та же сумма отправлялась многократно,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 1.",повтор одной суммы ×8
repeat_amount,100000000089154100,distributor,1,0.542004,4.0,одна и та же сумма отправлялась многократно,"Признаки распределения: 15 получателей против 1 плательщиков, исходящий поток 425,500 KZT.",возвратный поток с seed (5 цикл.); звено сквозной цепочки (2); повтор одной суммы ×4
repeat_amount,100000000673868100,peripheral,31,0.539021,4.0,одна и та же сумма отправлялась многократно,"Недостаточно признаков роли: 1 плательщиков, 5 получателей, колено 3.",возвратный поток (2 цикл.); повтор одной суммы ×4
repeat_amount,100000002731501100,peripheral,26,0.527352,5.0,одна и та же сумма отправлялась многократно,"Недостаточно признаков роли: 3 плательщиков, 7 получателей, колено 1.",возвратный поток с seed (10 цикл.); 3 плательщиков в один день; повтор одной суммы ×5
repeat_amount,100000008314203100,peripheral,41,0.499081,5.0,одна и та же сумма отправлялась многократно,"Недостаточно признаков роли: 2 плательщиков, 2 получателей, колено 0.",возвратный поток с seed (4 цикл.); повторная пересылка за ≤2 дня (1 маршр.); повтор одной суммы ×5
repeat_amount,100000002963189100,peripheral,15,0.488851,8.0,одна и та же сумма отправлялась многократно,"Недостаточно признаков роли: 1 плательщиков, 7 получателей, колено 3.",возвратный поток (1 цикл.); повтор одной суммы ×8
repeat_amount,100000007390016100,peripheral,72,0.483407,4.0,одна и та же сумма отправлялась многократно,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",возвратный поток (1 цикл.); повтор одной суммы ×4
repeat_amount,100000008632060100,distributor,1,0.478915,4.0,одна и та же сумма отправлялась многократно,"Признаки распределения: 9 получателей против 1 плательщиков, исходящий поток 339,200 KZT.",возвратный поток с seed (4 цикл.); повтор одной суммы ×4
repeat_amount,100000002958343100,peripheral,11,0.426971,4.0,одна и та же сумма отправлялась многократно,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 2.",возвратный поток (1 цикл.); повтор одной суммы ×4
