route_id,kind,hop,src,dst,src_role,dst_role,src_cluster,dst_cluster,sum_kzt,n_tx,path
146,chain,2,100000000343175100,100000002941114100,distributor,peripheral,12,12,25000.0,1,100000005339662100 → 100000000343175100 → 100000002941114100 → 100000005168487100
146,chain,3,100000002941114100,100000005168487100,peripheral,peripheral,12,12,15000.0,1,100000005339662100 → 100000000343175100 → 100000002941114100 → 100000005168487100
147,chain,1,100000005910114100,100000006866783100,coordinator,distributor,1,1,241712.0,8,100000005910114100 → 100000006866783100 → 100000004737477100 → 100000003831201100
147,chain,2,100000006866783100,100000004737477100,distributor,transit,1,1,30127.0,2,100000005910114100 → 100000006866783100 → 100000004737477100 → 100000003831201100
147,chain,3,100000004737477100,100000003831201100,transit,terminal,1,1,40500.0,3,100000005910114100 → 100000006866783100 → 100000004737477100 → 100000003831201100
148,chain,1,100000005910114100,100000006866783100,coordinator,distributor,1,1,241712.0,8,100000005910114100 → 100000006866783100 → 100000004847758100 → 100000002398779100
148,chain,2,100000006866783100,100000004847758100,distributor,distributor,1,4,18775.0,1,100000005910114100 → 100000006866783100 → 100000004847758100 → 100000002398779100
148,chain,3,100000004847758100,100000002398779100,distributor,consolidator,4,1,15000.0,1,100000005910114100 → 100000006866783100 → 100000004847758100 → 100000002398779100
149,chain,1,100000005910114100,100000006866783100,coordinator,distributor,1,1,241712.0,8,100000005910114100 → 100000006866783100 → 100000008304139100 → 100000005942793100
149,chain,2,100000006866783100,100000008304139100,distributor,distributor,1,4,23567.0,1,100000005910114100 → 100000006866783100 → 100000008304139100 → 100000005942793100
149,chain,3,100000008304139100,100000005942793100,distributor,consolidator,4,1,15000.0,1,100000005910114100 → 100000006866783100 → 100000008304139100 → 100000005942793100
150,chain,1,100000005910114100,100000008603629100,coordinator,coordinator,1,7,232624.0,8,100000005910114100 → 100000008603629100 → 100000007197866100 → 100000004379306100
150,chain,2,100000008603629100,100000007197866100,coordinator,peripheral,7,7,20000.0,1,100000005910114100 → 100000008603629100 → 100000007197866100 → 100000004379306100
150,chain,3,100000007197866100,100000004379306100,peripheral,peripheral,7,7,15000.0,1,100000005910114100 → 100000008603629100 → 100000007197866100 → 100000004379306100
151,chain,1,100000008304139100,100000006866783100,distributor,distributor,4,1,144000.0,6,100000008304139100 → 100000006866783100 → 100000004737477100 → 100000003831201100
151,chain,2,100000006866783100,100000004737477100,distributor,transit,1,1,30127.0,2,100000008304139100 → 100000006866783100 → 100000004737477100 → 100000003831201100
151,chain,3,100000004737477100,100000003831201100,transit,terminal,1,1,40500.0,3,100000008304139100 → 100000006866783100 → 100000004737477100 → 100000003831201100
152,chain,1,100000008304139100,100000006866783100,distributor,distributor,4,1,144000.0,6,100000008304139100 → 100000006866783100 → 100000004847758100 → 100000002398779100
152,chain,2,100000006866783100,100000004847758100,distributor,distributor,1,4,18775.0,1,100000008304139100 → 100000006866783100 → 100000004847758100 → 100000002398779100
152,chain,3,100000004847758100,100000002398779100,distributor,consolidator,4,1,15000.0,1,100000008304139100 → 100000006866783100 → 100000004847758100 → 100000002398779100
153,chain,1,100000008636603100,100000003016635100,peripheral,distributor,5,5,43200.0,2,100000008636603100 → 100000003016635100 → 100000000667713100 → 100000002481735100
153,chain,2,100000003016635100,100000000667713100,distributor,peripheral,5,5,106745.0,9,100000008636603100 → 100000003016635100 → 100000000667713100 → 100000002481735100
153,chain,3,100000000667713100,100000002481735100,peripheral,terminal,5,5,22436.0,2,100000008636603100 → 100000003016635100 → 100000000667713100 → 100000002481735100
154,chain,1,100000008632060100,100000004400305100,distributor,distributor,1,1,40000.0,2,100000008632060100 → 100000004400305100 → 100000002645993100 → 100000008413748100
154,chain,2,100000004400305100,100000002645993100,distributor,peripheral,1,1,35650.0,3,100000008632060100 → 100000004400305100 → 100000002645993100 → 100000008413748100
154,chain,3,100000002645993100,100000008413748100,peripheral,distributor,1,17,13480.0,1,100000008632060100 → 100000004400305100 → 100000002645993100 → 100000008413748100
155,chain,1,100000005910114100,100000006866783100,coordinator,distributor,1,1,241712.0,8,100000005910114100 → 100000006866783100 → 100000008304139100 → 100000005782781100
155,chain,2,100000006866783100,100000008304139100,distributor,distributor,1,4,23567.0,1,100000005910114100 → 100000006866783100 → 100000008304139100 → 100000005782781100
155,chain,3,100000008304139100,100000005782781100,distributor,peripheral,4,11,38000.0,2,100000005910114100 → 100000006866783100 → 100000008304139100 → 100000005782781100
156,chain,1,100000004400305100,100000004070318100,distributor,distributor,1,1,23000.0,1,100000004400305100 → 100000004070318100 → 100000006866783100 → 100000008686313100
156,chain,2,100000004070318100,100000006866783100,distributor,distributor,1,1,85000.0,4,100000004400305100 → 100000004070318100 → 100000006866783100 → 100000008686313100
156,chain,3,100000006866783100,100000008686313100,distributor,peripheral,1,1,225181.0,4,100000004400305100 → 100000004070318100 → 100000006866783100 → 100000008686313100
157,chain,1,100000001857829100,100000008603629100,coordinator,coordinator,7,7,26000.0,1,100000001857829100 → 100000008603629100 → 100000006641671100 → 100000008097580100
157,chain,2,100000008603629100,100000006641671100,coordinator,transit,7,7,13000.0,1,100000001857829100 → 100000008603629100 → 100000006641671100 → 100000008097580100
157,chain,3,100000006641671100,100000008097580100,transit,terminal,7,7,25000.0,3,100000001857829100 → 100000008603629100 → 100000006641671100 → 100000008097580100
158,chain,1,100000003016635100,100000005287097100,distributor,distributor,5,5,110723.0,4,100000003016635100 → 100000005287097100 → 100000004150593100 → 100000003896956100
158,chain,2,100000005287097100,100000004150593100,distributor,distributor,5,5,57000.0,2,100000003016635100 → 100000005287097100 → 100000004150593100 → 100000003896956100
158,chain,3,100000004150593100,100000003896956100,distributor,peripheral,5,5,10000.0,1,100000003016635100 → 100000005287097100 → 100000004150593100 → 100000003896956100
159,chain,1,100000003360542100,100000003115284100,peripheral,consolidator,12,12,30500.0,3,100000003360542100 → 100000003115284100 → 100000003390036100 → 100000005873152100
159,chain,2,100000003115284100,100000003390036100,consolidator,peripheral,12,12,210000.0,2,100000003360542100 → 100000003115284100 → 100000003390036100 → 100000005873152100
159,chain,3,100000003390036100,100000005873152100,peripheral,transit,12,12,10000.0,1,100000003360542100 → 100000003115284100 → 100000003390036100 → 100000005873152100
160,chain,1,100000005665181100,100000004475818100,distributor,peripheral,6,6,13000.0,1,100000005665181100 → 100000004475818100 → 100000008172352100 → 100000002628146100
160,chain,2,100000004475818100,100000008172352100,peripheral,peripheral,6,33,11765.0,1,100000005665181100 → 100000004475818100 → 100000008172352100 → 100000002628146100
160,chain,3,100000008172352100,100000002628146100,peripheral,terminal,33,33,30500.0,2,100000005665181100 → 100000004475818100 → 100000008172352100 → 100000002628146100
161,chain,1,100000005873152100,100000003360542100,transit,peripheral,12,12,10000.0,1,100000005873152100 → 100000003360542100 → 100000003115284100 → 100000003390036100
161,chain,2,100000003360542100,100000003115284100,peripheral,consolidator,12,12,30500.0,3,100000005873152100 → 100000003360542100 → 100000003115284100 → 100000003390036100
161,chain,3,100000003115284100,100000003390036100,consolidator,peripheral,12,12,210000.0,2,100000005873152100 → 100000003360542100 → 100000003115284100 → 100000003390036100
162,chain,1,100000007639767100,100000004400305100,distributor,distributor,1,1,10000.0,1,100000007639767100 → 100000004400305100 → 100000005186131100 → 100000006171671100
162,chain,2,100000004400305100,100000005186131100,distributor,transit,1,1,10000.0,1,100000007639767100 → 100000004400305100 → 100000005186131100 → 100000006171671100
162,chain,3,100000005186131100,100000006171671100,transit,peripheral,1,1,10000.0,1,100000007639767100 → 100000004400305100 → 100000005186131100 → 100000006171671100
163,chain,1,100000008632060100,100000004400305100,distributor,distributor,1,1,40000.0,2,100000008632060100 → 100000004400305100 → 100000005186131100 → 100000006171671100
163,chain,2,100000004400305100,100000005186131100,distributor,transit,1,1,10000.0,1,100000008632060100 → 100000004400305100 → 100000005186131100 → 100000006171671100
163,chain,3,100000005186131100,100000006171671100,transit,peripheral,1,1,10000.0,1,100000008632060100 → 100000004400305100 → 100000005186131100 → 100000006171671100
164,chain,1,100000001660397100,100000006866783100,transit,distributor,1,1,24000.0,2,100000001660397100 → 100000006866783100 → 100000008686313100 → 100000002826669100
164,chain,2,100000006866783100,100000008686313100,distributor,peripheral,1,1,225181.0,4,100000001660397100 → 100000006866783100 → 100000008686313100 → 100000002826669100
164,chain,3,100000008686313100,100000002826669100,peripheral,terminal,1,1,159900.0,4,100000001660397100 → 100000006866783100 → 100000008686313100 → 100000002826669100
165,chain,1,100000008304139100,100000006866783100,distributor,distributor,4,1,144000.0,6,100000008304139100 → 100000006866783100 → 100000008686313100 → 100000002826669100
165,chain,2,100000006866783100,100000008686313100,distributor,peripheral,1,1,225181.0,4,100000008304139100 → 100000006866783100 → 100000008686313100 → 100000002826669100
165,chain,3,100000008686313100,100000002826669100,peripheral,terminal,1,1,159900.0,4,100000008304139100 → 100000006866783100 → 100000008686313100 → 100000002826669100
166,chain,1,100000002957787100,100000002645993100,coordinator,peripheral,1,1,14000.0,1,100000002957787100 → 100000002645993100 → 100000008413748100 → 100000008612257100
166,chain,2,100000002645993100,100000008413748100,peripheral,distributor,1,17,13480.0,1,100000002957787100 → 100000002645993100 → 100000008413748100 → 100000008612257100
166,chain,3,100000008413748100,100000008612257100,distributor,terminal,17,17,9500.0,1,100000002957787100 → 100000002645993100 → 100000008413748100 → 100000008612257100
167,chain,1,100000004400305100,100000002645993100,distributor,peripheral,1,1,35650.0,3,100000004400305100 → 100000002645993100 → 100000008413748100 → 100000008612257100
167,chain,2,100000002645993100,100000008413748100,peripheral,distributor,1,17,13480.0,1,100000004400305100 → 100000002645993100 → 100000008413748100 → 100000008612257100
167,chain,3,100000008413748100,100000008612257100,distributor,terminal,17,17,9500.0,1,100000004400305100 → 100000002645993100 → 100000008413748100 → 100000008612257100
168,chain,1,100000004400305100,100000004070318100,distributor,distributor,1,1,23000.0,1,100000004400305100 → 100000004070318100 → 100000008346837100 → 100000000534581100
168,chain,2,100000004070318100,100000008346837100,distributor,coordinator,1,14,60059.0,4,100000004400305100 → 100000004070318100 → 100000008346837100 → 100000000534581100
168,chain,3,100000008346837100,100000000534581100,coordinator,peripheral,14,7,8988.0,1,100000004400305100 → 100000004070318100 → 100000008346837100 → 100000000534581100
169,chain,1,100000006866783100,100000004070318100,distributor,distributor,1,1,64725.0,2,100000006866783100 → 100000004070318100 → 100000008346837100 → 100000000534581100
169,chain,2,100000004070318100,100000008346837100,distributor,coordinator,1,14,60059.0,4,100000006866783100 → 100000004070318100 → 100000008346837100 → 100000000534581100
169,chain,3,100000008346837100,100000000534581100,coordinator,peripheral,14,7,8988.0,1,100000006866783100 → 100000004070318100 → 100000008346837100 → 100000000534581100
170,chain,1,100000007639767100,100000004400305100,distributor,distributor,1,1,10000.0,1,100000007639767100 → 100000004400305100 → 100000002645993100 → 100000001202787100
170,chain,2,100000004400305100,100000002645993100,distributor,peripheral,1,1,35650.0,3,100000007639767100 → 100000004400305100 → 100000002645993100 → 100000001202787100
170,chain,3,100000002645993100,100000001202787100,peripheral,peripheral,1,1,8850.0,1,100000007639767100 → 100000004400305100 → 100000002645993100 → 100000001202787100
171,chain,1,100000008632060100,100000004400305100,distributor,distributor,1,1,40000.0,2,100000008632060100 → 100000004400305100 → 100000002645993100 → 100000001202787100
171,chain,2,100000004400305100,100000002645993100,distributor,peripheral,1,1,35650.0,3,100000008632060100 → 100000004400305100 → 100000002645993100 → 100000001202787100
171,chain,3,100000002645993100,100000001202787100,peripheral,peripheral,1,1,8850.0,1,100000008632060100 → 100000004400305100 → 100000002645993100 → 100000001202787100
172,chain,1,100000001732159100,100000008314203100,peripheral,peripheral,41,41,322076.0,9,100000001732159100 → 100000008314203100 → 100000008637537100 → 100000005940652100
172,chain,2,100000008314203100,100000008637537100,peripheral,peripheral,41,41,232000.0,11,100000001732159100 → 100000008314203100 → 100000008637537100 → 100000005940652100
172,chain,3,100000008637537100,100000005940652100,peripheral,terminal,41,41,8395.0,1,100000001732159100 → 100000008314203100 → 100000008637537100 → 100000005940652100
173,chain,1,100000003016635100,100000005287097100,distributor,distributor,5,5,110723.0,4,100000003016635100 → 100000005287097100 → 100000004150593100 → 100000003899899100
173,chain,2,100000005287097100,100000004150593100,distributor,distributor,5,5,57000.0,2,100000003016635100 → 100000005287097100 → 100000004150593100 → 100000003899899100
173,chain,3,100000004150593100,100000003899899100,distributor,peripheral,5,5,213500.0,4,100000003016635100 → 100000005287097100 → 100000004150593100 → 100000003899899100
174,chain,1,100000008086440100,100000008477350100,transit,coordinator,1,1,18900.0,1,100000008086440100 → 100000008477350100 → 100000001126374100 → 100000005730108100
174,chain,2,100000008477350100,100000001126374100,coordinator,consolidator,1,1,16000.0,1,100000008086440100 → 100000008477350100 → 100000001126374100 → 100000005730108100
174,chain,3,100000001126374100,100000005730108100,consolidator,terminal,1,1,8000.0,1,100000008086440100 → 100000008477350100 → 100000001126374100 → 100000005730108100
175,chain,1,100000008304139100,100000006866783100,distributor,distributor,4,1,144000.0,6,100000008304139100 → 100000006866783100 → 100000000089154100 → 100000003741418100
175,chain,2,100000006866783100,100000000089154100,distributor,distributor,1,1,10000.0,1,100000008304139100 → 100000006866783100 → 100000000089154100 → 100000003741418100
175,chain,3,100000000089154100,100000003741418100,distributor,consolidator,1,6,8000.0,1,100000008304139100 → 100000006866783100 → 100000000089154100 → 100000003741418100
176,chain,1,100000008632060100,100000006866783100,distributor,distributor,1,1,20000.0,1,100000008632060100 → 100000006866783100 → 100000000089154100 → 100000003741418100
176,chain,2,100000006866783100,100000000089154100,distributor,distributor,1,1,10000.0,1,100000008632060100 → 100000006866783100 → 100000000089154100 → 100000003741418100
176,chain,3,100000000089154100,100000003741418100,distributor,consolidator,1,6,8000.0,1,100000008632060100 → 100000006866783100 → 100000000089154100 → 100000003741418100
177,chain,1,100000004140487100,100000004400305100,distributor,distributor,4,1,30000.0,2,100000004140487100 → 100000004400305100 → 100000005048668100 → 100000003249054100
177,chain,2,100000004400305100,100000005048668100,distributor,distributor,1,7,10168.0,1,100000004140487100 → 100000004400305100 → 100000005048668100 → 100000003249054100
177,chain,3,100000005048668100,100000003249054100,distributor,consolidator,7,4,7000.0,1,100000004140487100 → 100000004400305100 → 100000005048668100 → 100000003249054100
178,chain,1,100000000667713100,100000008636603100,peripheral,peripheral,5,5,12750.0,1,100000000667713100 → 100000008636603100 → 100000003016635100 → 100000001049200100
178,chain,2,100000008636603100,100000003016635100,peripheral,distributor,5,5,43200.0,2,100000000667713100 → 100000008636603100 → 100000003016635100 → 100000001049200100
178,chain,3,100000003016635100,100000001049200100,distributor,peripheral,5,18,6014.0,1,100000000667713100 → 100000008636603100 → 100000003016635100 → 100000001049200100
179,chain,1,100000000667713100,100000008636603100,peripheral,peripheral,5,5,12750.0,1,100000000667713100 → 100000008636603100 → 100000003016635100 → 100000007281639100
179,chain,2,100000008636603100,100000003016635100,peripheral,distributor,5,5,43200.0,2,100000000667713100 → 100000008636603100 → 100000003016635100 → 100000007281639100
179,chain,3,100000003016635100,100000007281639100,distributor,terminal,5,5,147000.0,2,100000000667713100 → 100000008636603100 → 100000003016635100 → 100000007281639100
180,chain,1,100000005910114100,100000006866783100,coordinator,distributor,1,1,241712.0,8,100000005910114100 → 100000006866783100 → 100000004071080100 → 100000004071070100
180,chain,2,100000006866783100,100000004071080100,distributor,consolidator,1,1,67000.0,4,100000005910114100 → 100000006866783100 → 100000004071080100 → 100000004071070100
180,chain,3,100000004071080100,100000004071070100,consolidator,peripheral,1,1,36000.0,4,100000005910114100 → 100000006866783100 → 100000004071080100 → 100000004071070100
181,chain,1,100000007639767100,100000004400305100,distributor,distributor,1,1,10000.0,1,100000007639767100 → 100000004400305100 → 100000004071080100 → 100000004071070100
181,chain,2,100000004400305100,100000004071080100,distributor,consolidator,1,1,20000.0,2,100000007639767100 → 100000004400305100 → 100000004071080100 → 100000004071070100
181,chain,3,100000004071080100,100000004071070100,consolidator,peripheral,1,1,36000.0,4,100000007639767100 → 100000004400305100 → 100000004071080100 → 100000004071070100
182,chain,1,100000008632060100,100000004400305100,distributor,distributor,1,1,40000.0,2,100000008632060100 → 100000004400305100 → 100000004071080100 → 100000004071070100
182,chain,2,100000004400305100,100000004071080100,distributor,consolidator,1,1,20000.0,2,100000008632060100 → 100000004400305100 → 100000004071080100 → 100000004071070100
182,chain,3,100000004071080100,100000004071070100,consolidator,peripheral,1,1,36000.0,4,100000008632060100 → 100000004400305100 → 100000004071080100 → 100000004071070100
183,chain,1,100000004140487100,100000004400305100,distributor,distributor,4,1,30000.0,2,100000004140487100 → 100000004400305100 → 100000005048668100 → 100000000332284100
183,chain,2,100000004400305100,100000005048668100,distributor,distributor,1,7,10168.0,1,100000004140487100 → 100000004400305100 → 100000005048668100 → 100000000332284100
183,chain,3,100000005048668100,100000000332284100,distributor,consolidator,7,6,13400.0,2,100000004140487100 → 100000004400305100 → 100000005048668100 → 100000000332284100
184,chain,1,100000007639767100,100000004400305100,distributor,distributor,1,1,10000.0,1,100000007639767100 → 100000004400305100 → 100000002645993100 → 100000000332284100
184,chain,2,100000004400305100,100000002645993100,distributor,peripheral,1,1,35650.0,3,100000007639767100 → 100000004400305100 → 100000002645993100 → 100000000332284100
184,chain,3,100000002645993100,100000000332284100,peripheral,consolidator,1,6,5500.0,1,100000007639767100 → 100000004400305100 → 100000002645993100 → 100000000332284100
185,chain,1,100000008632060100,100000004400305100,distributor,distributor,1,1,40000.0,2,100000008632060100 → 100000004400305100 → 100000002645993100 → 100000000332284100
185,chain,2,100000004400305100,100000002645993100,distributor,peripheral,1,1,35650.0,3,100000008632060100 → 100000004400305100 → 100000002645993100 → 100000000332284100
185,chain,3,100000002645993100,100000000332284100,peripheral,consolidator,1,6,5500.0,1,100000008632060100 → 100000004400305100 → 100000002645993100 → 100000000332284100
186,chain,1,100000004070318100,100000002957787100,distributor,coordinator,1,1,7600.0,1,100000004070318100 → 100000002957787100 → 100000004770073100 → 100000005293969100
186,chain,2,100000002957787100,100000004770073100,coordinator,transit,1,1,5462.4,1,100000004070318100 → 100000002957787100 → 100000004770073100 → 100000005293969100
186,chain,3,100000004770073100,100000005293969100,transit,peripheral,1,1,5466.97,1,100000004070318100 → 100000002957787100 → 100000004770073100 → 100000005293969100
187,chain,1,100000004746397100,100000002957787100,peripheral,coordinator,6,1,7500.0,1,100000004746397100 → 100000002957787100 → 100000004770073100 → 100000005293969100
187,chain,2,100000002957787100,100000004770073100,coordinator,transit,1,1,5462.4,1,100000004746397100 → 100000002957787100 → 100000004770073100 → 100000005293969100
187,chain,3,100000004770073100,100000005293969100,transit,peripheral,1,1,5466.97,1,100000004746397100 → 100000002957787100 → 100000004770073100 → 100000005293969100
188,chain,1,100000005268319100,100000002957787100,peripheral,coordinator,1,1,24000.0,3,100000005268319100 → 100000002957787100 → 100000004770073100 → 100000005293969100
188,chain,2,100000002957787100,100000004770073100,coordinator,transit,1,1,5462.4,1,100000005268319100 → 100000002957787100 → 100000004770073100 → 100000005293969100
188,chain,3,100000004770073100,100000005293969100,transit,peripheral,1,1,5466.97,1,100000005268319100 → 100000002957787100 → 100000004770073100 → 100000005293969100
189,chain,1,100000000667713100,100000008636603100,peripheral,peripheral,5,5,12750.0,1,100000000667713100 → 100000008636603100 → 100000003016635100 → 100000002592567100
189,chain,2,100000008636603100,100000003016635100,peripheral,distributor,5,5,43200.0,2,100000000667713100 → 100000008636603100 → 100000003016635100 → 100000002592567100
189,chain,3,100000003016635100,100000002592567100,distributor,peripheral,5,5,5297.0,1,100000000667713100 → 100000008636603100 → 100000003016635100 → 100000002592567100
190,chain,1,100000003635170100,100000005602999100,transit,peripheral,34,34,5000.0,1,100000003635170100 → 100000005602999100 → 100000008501413100 → 100000005910895100
190,chain,2,100000005602999100,100000008501413100,peripheral,transit,34,34,5000.0,1,100000003635170100 → 100000005602999100 → 100000008501413100 → 100000005910895100
190,chain,3,100000008501413100,100000005910895100,transit,peripheral,34,34,5100.0,1,100000003635170100 → 100000005602999100 → 100000008501413100 → 100000005910895100
191,chain,1,100000002957787100,100000002645993100,coordinator,peripheral,1,1,14000.0,1,100000002957787100 → 100000002645993100 → 100000002398779100 → 100000008576243100
191,chain,2,100000002645993100,100000002398779100,peripheral,consolidator,1,1,54150.0,5,100000002957787100 → 100000002645993100 → 100000002398779100 → 100000008576243100
191,chain,3,100000002398779100,100000008576243100,consolidator,terminal,1,1,66000.0,3,100000002957787100 → 100000002645993100 → 100000002398779100 → 100000008576243100
192,chain,1,100000004188160100,100000008346837100,peripheral,coordinator,5,14,6000.0,1,100000004188160100 → 100000008346837100 → 100000007593823100 → 100000003249054100
192,chain,2,100000008346837100,100000007593823100,coordinator,coordinator,14,1,5000.0,1,100000004188160100 → 100000008346837100 → 100000007593823100 → 100000003249054100
192,chain,3,100000007593823100,100000003249054100,coordinator,consolidator,1,4,10000.0,2,100000004188160100 → 100000008346837100 → 100000007593823100 → 100000003249054100
193,chain,1,100000004400305100,100000002645993100,distributor,peripheral,1,1,35650.0,3,100000004400305100 → 100000002645993100 → 100000002398779100 → 100000008576243100
193,chain,2,100000002645993100,100000002398779100,peripheral,consolidator,1,1,54150.0,5,100000004400305100 → 100000002645993100 → 100000002398779100 → 100000008576243100
193,chain,3,100000002398779100,100000008576243100,consolidator,terminal,1,1,66000.0,3,100000004400305100 → 100000002645993100 → 100000002398779100 → 100000008576243100
194,chain,1,100000008121806100,100000008346837100,peripheral,coordinator,7,14,5000.0,1,100000008121806100 → 100000008346837100 → 100000007593823100 → 100000003249054100
194,chain,2,100000008346837100,100000007593823100,coordinator,coordinator,14,1,5000.0,1,100000008121806100 → 100000008346837100 → 100000007593823100 → 100000003249054100
194,chain,3,100000007593823100,100000003249054100,coordinator,consolidator,1,4,10000.0,2,100000008121806100 → 100000008346837100 → 100000007593823100 → 100000003249054100
195,chain,1,100000008379273100,100000008346837100,transit,coordinator,8,14,5000.0,1,100000008379273100 → 100000008346837100 → 100000007593823100 → 100000003249054100
195,chain,2,100000008346837100,100000007593823100,coordinator,coordinator,14,1,5000.0,1,100000008379273100 → 100000008346837100 → 100000007593823100 → 100000003249054100
195,chain,3,100000007593823100,100000003249054100,coordinator,consolidator,1,4,10000.0,2,100000008379273100 → 100000008346837100 → 100000007593823100 → 100000003249054100
