gid,direction,rank,counterparty_gid,sum_kzt,n_tx,counterparty_role,counterparty_cluster,counterparty_seed
100000003888271100,out,2,100000000955444100,6910.0,1,terminal,45,False
100000003888527100,in,1,100000008011159100,30000.0,1,peripheral,43,False
100000003896956100,in,1,100000004150593100,10000.0,1,distributor,5,False
100000003896956100,out,1,100000003486846100,27000.0,2,peripheral,5,False
100000003899325100,in,1,100000001857829100,50120.0,1,coordinator,7,False
100000003899899100,in,1,100000004150593100,213500.0,4,distributor,5,False
100000003899899100,in,2,100000005022552100,5000.0,1,peripheral,5,False
100000003899899100,out,1,100000004260869100,10000.0,1,peripheral,5,False
100000003900547100,in,1,100000003016635100,23700.0,1,distributor,5,True
100000003904497100,in,1,100000004997515100,10000.0,1,peripheral,3,False
100000003917461100,in,1,100000004386258100,10000.0,1,peripheral,13,False
100000003917461100,out,1,100000004200745100,130000.0,4,peripheral,13,False
100000003917461100,out,2,100000004386258100,10000.0,1,peripheral,13,False
100000003920950100,in,1,100000005782781100,323290.0,1,peripheral,11,False
100000003922499100,in,1,100000000922570100,50000.0,1,transit,13,False
100000003923946100,in,1,100000003977183100,282000.0,3,peripheral,9,True
100000003923946100,out,1,100000002836736100,316000.0,1,terminal,9,False
100000003923946100,out,2,100000001411870100,200000.0,1,terminal,9,False
100000003923946100,out,3,100000003977183100,82000.0,1,peripheral,9,True
100000003927792100,in,1,100000004156082100,13067.0,1,coordinator,16,False
100000003934614100,in,1,100000004017410100,10000.0,1,peripheral,35,False
100000003934614100,in,2,100000005519998100,7000.0,1,transit,35,False
100000003934614100,out,1,100000004336312100,11500.0,2,transit,35,False
100000003942602100,in,1,100000002527114100,30000.0,1,distributor,2,True
100000003942602100,out,1,100000002527114100,30000.0,1,distributor,2,True
100000003943247100,in,1,100000004400305100,40000.0,1,distributor,1,False
100000003943483100,in,1,100000004662806100,10000.0,1,peripheral,13,False
100000003946524100,in,1,100000003684369100,113757.0,1,distributor,4,True
100000003946524100,in,2,100000007898453100,20000.0,1,peripheral,4,False
100000003946524100,out,1,100000000596954100,120000.0,1,peripheral,4,False
100000003946524100,out,2,100000007898453100,24750.0,1,peripheral,4,False
100000003950749100,in,1,100000003406094100,7000.0,1,peripheral,5,False
100000003951827100,in,1,100000004400305100,9000.0,1,distributor,1,False
100000003951827100,out,1,100000000646541100,10000.0,1,terminal,1,False
100000003951827100,out,2,100000003741418100,7000.0,1,consolidator,6,False
100000003962994100,in,1,100000005911352100,10000.0,1,peripheral,39,False
100000003964910100,in,1,100000008512552100,549000.0,1,peripheral,17,False
100000003964910100,in,2,100000003242289100,451000.0,1,coordinator,17,False
100000003968044100,in,1,100000008477350100,40000.0,1,coordinator,1,False
100000003968044100,out,1,100000007071852100,195000.0,1,peripheral,7,False
100000003968044100,out,2,100000008603629100,96000.0,2,coordinator,7,False
100000003968044100,out,3,100000008165763100,20000.0,1,transit,4,False
100000003970394100,in,1,100000008680731100,85000.0,1,distributor,13,True
100000003971049100,in,1,100000004351795100,55900.0,7,coordinator,1,False
100000003975102100,in,1,100000004707703100,25650.0,1,transit,5,False
100000003975102100,out,1,100000008650785100,56500.0,1,peripheral,5,True
100000003975102100,out,2,100000005382566100,32000.0,1,consolidator,20,True
100000003977183100,in,1,100000003923946100,82000.0,1,peripheral,9,False
100000003977183100,in,2,100000007982728100,41800.0,1,distributor,9,True
100000003977183100,out,1,100000003923946100,282000.0,3,peripheral,9,False
100000003977183100,out,2,100000001960517100,200000.0,1,terminal,9,False
100000003977183100,out,3,100000002824176100,144000.0,1,terminal,9,False
100000003980083100,in,1,100000003200071100,30000.0,1,peripheral,69,True
100000003985389100,in,1,100000000413678100,422698.0,16,peripheral,7,False
100000003986141100,in,1,100000008413748100,5286.32,1,distributor,17,False
100000003988112100,in,1,100000004403675100,92000.0,2,coordinator,20,False
100000003988112100,out,1,100000004403675100,64000.0,5,coordinator,20,False
100000003989033100,in,1,100000004644615100,373400.0,13,peripheral,10,False
100000003996562100,in,1,100000002741024100,7700.0,1,peripheral,1,False
100000004004621100,in,1,100000008346837100,25361.0,1,coordinator,14,False
100000004004621100,in,2,100000000331309100,25028.0,1,coordinator,6,False
100000004004621100,in,3,100000003684369100,25000.0,1,distributor,4,True
100000004005964100,in,1,100000004160650100,47900.0,5,distributor,26,False
100000004005964100,in,2,100000003616818100,40000.0,3,peripheral,26,False
100000004005964100,in,3,100000004007116100,10000.0,1,peripheral,26,True
100000004005964100,out,1,100000003616818100,35000.0,2,peripheral,26,False
100000004005964100,out,2,100000004007116100,27000.0,2,peripheral,26,True
100000004005964100,out,3,100000002731501100,10000.0,1,peripheral,26,False
100000004006327100,in,1,100000003016438100,300000.0,3,peripheral,3,False
100000004007116100,in,1,100000004160650100,535744.0,19,distributor,26,False
100000004007116100,in,2,100000002731501100,201960.0,3,peripheral,26,False
100000004007116100,in,3,100000004005964100,27000.0,2,peripheral,26,False
100000004007116100,out,1,100000004144536100,113000.0,3,consolidator,26,False
100000004007116100,out,2,100000003616818100,15000.0,1,peripheral,26,False
100000004007116100,out,3,100000002731501100,10000.0,1,peripheral,26,False
100000004007197100,in,1,100000004160650100,10048.0,1,distributor,26,False
100000004013952100,in,1,100000002904919100,5500.0,1,peripheral,1,False
100000004015047100,in,1,100000007982728100,264384.0,2,distributor,9,True
100000004015047100,in,2,100000007747786100,170000.0,1,distributor,11,True
100000004015047100,in,3,100000008721637100,115000.0,1,peripheral,9,False
100000004015047100,out,1,100000001616816100,69195.0,7,peripheral,9,True
100000004017410100,in,1,100000005519998100,141000.0,4,transit,35,False
100000004017410100,in,2,100000004336312100,52650.0,2,transit,35,False
100000004017410100,out,1,100000005767403100,1100000.0,2,peripheral,35,False
100000004017410100,out,2,100000005519998100,142000.0,3,transit,35,False
100000004017410100,out,3,100000004336312100,58915.0,4,transit,35,False
100000004019056100,in,1,100000008088082100,50000.0,1,peripheral,14,False
100000004019124100,in,1,100000005519347100,99000.0,1,peripheral,5,True
100000004019124100,in,2,100000008654653100,54000.0,1,peripheral,5,True
100000004019124100,in,3,100000002592567100,40000.0,1,peripheral,5,False
100000004030553100,in,1,100000003216073100,70000.0,1,peripheral,21,False
100000004035925100,in,1,100000008258458100,1111588.0,2,peripheral,65,False
100000004041163100,in,1,100000005382566100,50000.0,1,consolidator,20,True
100000004041163100,out,1,100000005523088100,700000.0,2,peripheral,20,True
100000004041163100,out,2,100000005382566100,166000.0,4,consolidator,20,True
100000004041294100,in,1,100000001788284100,17800.0,2,peripheral,27,False
100000004047887100,in,1,100000002241986100,30000.0,1,peripheral,40,False
100000004049912100,in,1,100000004451012100,10000.0,1,peripheral,18,False
100000004058740100,in,1,100000002527114100,30000.0,1,distributor,2,True
100000004064431100,in,1,100000004160650100,26000.0,1,distributor,26,False
100000004064431100,out,1,100000000704700100,10000.0,1,peripheral,26,False
100000004066370100,in,1,100000005264874100,65000.0,2,peripheral,38,False
100000004066647100,in,1,100000003854444100,51000.0,1,distributor,18,False
100000004070318100,in,1,100000000437046100,90000.0,1,coordinator,1,False
100000004070318100,in,2,100000006866783100,64725.0,2,distributor,1,True
100000004070318100,in,3,100000008413748100,29521.55,2,distributor,17,False
100000004070318100,out,1,100000006866783100,85000.0,4,distributor,1,True
100000004070318100,out,2,100000003747133100,62964.0,3,consolidator,48,False
100000004070318100,out,3,100000002398779100,61568.0,3,consolidator,1,False
100000004070530100,in,1,100000002241986100,20000.0,1,peripheral,40,False
100000004071070100,in,1,100000004071080100,36000.0,4,consolidator,1,False
100000004071070100,in,2,100000002957787100,5000.0,1,coordinator,1,False
100000004071070100,out,1,100000004071080100,6000.0,1,consolidator,1,False
100000004071080100,in,1,100000006866783100,67000.0,4,distributor,1,True
100000004071080100,in,2,100000004847758100,50600.0,2,distributor,4,False
100000004071080100,in,3,100000002723538100,32000.0,1,distributor,7,False
100000004071080100,out,1,100000004071070100,36000.0,4,peripheral,1,False
100000004071080100,out,2,100000003086040100,10500.0,1,terminal,1,False
100000004071444100,in,1,100000000437046100,247350.0,1,coordinator,1,False
100000004071444100,out,1,100000001299828100,100000.0,1,peripheral,1,False
100000004076740100,in,1,100000006866783100,46250.0,1,distributor,1,True
100000004076740100,in,2,100000005519998100,40000.0,3,transit,35,False
100000004076740100,in,3,100000004467157100,7000.0,1,peripheral,35,False
100000004076740100,out,1,100000003219438100,32000.0,1,terminal,35,False
100000004076740100,out,2,100000005932987100,25000.0,3,terminal,35,False
100000004076740100,out,3,100000004336312100,20000.0,1,transit,35,False
100000004077081100,in,1,100000000331309100,140000.0,1,coordinator,6,False
100000004077081100,out,1,100000008165763100,250000.0,1,transit,4,False
100000004077081100,out,2,100000002398779100,195000.0,2,consolidator,1,False
100000004077081100,out,3,100000003684369100,110000.0,2,distributor,4,True
100000004094958100,in,1,100000008575624100,39000.0,1,peripheral,50,True
100000004094958100,out,1,100000004331458100,40000.0,1,terminal,50,False
100000004096559100,in,1,100000001601320100,46200.0,1,transit,11,False
100000004097972100,in,1,100000008477350100,118878.0,1,coordinator,1,False
100000004097972100,out,1,100000003214786100,5000.0,1,peripheral,1,False
100000004097972100,out,2,100000005209352100,5000.0,1,peripheral,1,False
100000004099450100,in,1,100000008731444100,31000.0,1,distributor,1,False
100000004105288100,in,1,100000003366154100,190000.0,1,peripheral,4,False
100000004105288100,in,2,100000000343175100,25000.0,1,distributor,12,True
100000004107228100,in,1,100000003528285100,5000.0,1,peripheral,4,False
100000004114962100,in,1,100000000331309100,140000.0,1,coordinator,6,False
100000004114962100,in,2,100000005530114100,25000.0,1,peripheral,17,False
100000004130144100,in,1,100000007747786100,200000.0,1,distributor,11,True
100000004134060100,in,1,100000005527892100,88179.0,1,coordinator,21,False
100000004135268100,in,1,100000008571433100,1064000.0,2,peripheral,53,True
100000004135268100,in,2,100000002738256100,175000.0,1,transit,53,False
100000004135268100,out,1,100000004979498100,700000.0,2,peripheral,53,False
100000004135268100,out,2,100000002738256100,150200.0,1,transit,53,False
100000004135268100,out,3,100000008571433100,150000.0,1,peripheral,53,True
100000004140487100,in,1,100000003242289100,24510.0,1,coordinator,17,False
100000004140487100,out,1,100000003684369100,50000.0,2,distributor,4,True
100000004140487100,out,2,100000008165763100,42000.0,3,transit,4,False
100000004140487100,out,3,100000003249054100,32800.0,3,consolidator,4,False
100000004140994100,in,1,100000002578405100,18650.0,1,distributor,2,False
100000004144536100,in,1,100000004007116100,113000.0,3,peripheral,26,True
100000004144536100,in,2,100000004160650100,40000.0,1,distributor,26,False
100000004144536100,in,3,100000008774237100,10000.0,1,peripheral,26,False
100000004150593100,in,1,100000005287097100,57000.0,2,distributor,5,False
100000004150593100,out,1,100000005022552100,241000.0,3,peripheral,5,False
100000004150593100,out,2,100000003899899100,213500.0,4,peripheral,5,False
100000004150593100,out,3,100000004394765100,119476.0,1,peripheral,5,False
100000004156082100,in,1,100000004527381100,273866.11,1,peripheral,16,False
100000004156082100,in,2,100000005287097100,50500.0,2,distributor,5,False
100000004156082100,in,3,100000008418835100,27000.0,1,peripheral,16,True
100000004156082100,out,1,100000003221384100,511200.0,1,terminal,16,False
100000004156082100,out,2,100000000795129100,332000.0,1,terminal,16,False
100000004156082100,out,3,100000004816564100,285480.0,1,peripheral,16,False
100000004158362100,in,1,100000004070318100,12000.0,1,distributor,1,False
100000004159526100,in,1,100000005933757100,144082.0,1,distributor,15,False
100000004159526100,in,2,100000007747786100,100000.0,1,distributor,11,True
100000004159526100,in,3,100000002132479100,20000.0,1,peripheral,15,False
100000004159526100,out,1,100000002132479100,30000.0,2,peripheral,15,False
100000004159526100,out,2,100000007953156100,18000.0,1,peripheral,15,False
100000004159526100,out,3,100000004456564100,10000.0,2,terminal,15,False
100000004160650100,in,1,100000002731501100,40000.0,2,peripheral,26,False
100000004160650100,in,2,100000003616818100,35100.0,2,peripheral,26,False
100000004160650100,out,1,100000002731501100,550370.0,5,peripheral,26,False
100000004160650100,out,2,100000004007116100,535744.0,19,peripheral,26,True
100000004160650100,out,3,100000002886166100,185000.0,3,terminal,26,False
100000004167082100,in,1,100000006020215100,13300.0,1,transit,14,False
100000004177936100,in,1,100000001138283100,10000.0,1,peripheral,7,False
100000004180097100,in,1,100000006866783100,76854.0,1,distributor,1,True
100000004180097100,in,2,100000002293421100,22000.0,3,transit,1,False
100000004180097100,in,3,100000004765639100,6000.0,1,peripheral,1,False
100000004180097100,out,1,100000002293421100,36000.0,5,transit,1,False
100000004180097100,out,2,100000000723383100,6800.0,1,peripheral,23,False
100000004180097100,out,3,100000004765639100,5000.0,1,peripheral,1,False
100000004183610100,in,1,100000008733194100,22000.0,1,distributor,14,False
100000004183610100,out,1,100000003718715100,915000.0,3,peripheral,14,False
100000004184158100,in,1,100000000437046100,203805.0,1,coordinator,1,False
100000004185681100,in,1,100000004356593100,10000.0,1,peripheral,4,False
100000004186824100,in,1,100000003016635100,437350.0,6,distributor,5,True
100000004186824100,in,2,100000000667713100,14350.0,1,peripheral,5,False
100000004186824100,out,1,100000004707703100,7000.0,1,transit,5,False
100000004188160100,in,1,100000003016635100,79262.0,4,distributor,5,True
100000004188160100,in,2,100000004156082100,8600.0,1,coordinator,16,False
100000004188160100,out,1,100000008174521100,82110.0,1,terminal,5,False
100000004188160100,out,2,100000003016635100,18000.0,2,distributor,5,True
100000004188160100,out,3,100000008762728100,17026.0,1,terminal,5,False
100000004192107100,in,1,100000005612411100,25000.0,1,distributor,4,False
100000004192865100,in,1,100000000607731100,66666.0,1,peripheral,30,False
100000004193835100,in,1,100000004394765100,47000.0,1,peripheral,5,False
100000004193835100,out,1,100000005382566100,5000.0,1,consolidator,20,True
100000004200745100,in,1,100000003917461100,130000.0,4,peripheral,13,False
100000004206046100,in,1,100000003016635100,11075.0,1,distributor,5,True
100000004209339100,in,1,100000003635170100,138500.0,6,transit,34,False
100000004209339100,out,1,100000003635170100,232500.0,10,transit,34,False
100000004209339100,out,2,100000007737775100,6000.0,1,terminal,34,False
100000004213658100,in,1,100000002527114100,25347.0,1,distributor,2,True
100000004217419100,in,1,100000008603629100,80000.0,1,coordinator,7,False
100000004217419100,in,2,100000008599354100,38200.0,2,peripheral,1,False
100000004217419100,out,1,100000005367180100,7700.0,1,peripheral,7,False
100000004218576100,in,1,100000002527114100,26144.0,1,distributor,2,True
100000004221668100,in,1,100000005171642100,683600.0,4,transit,9,False
100000004221668100,in,2,100000006240939100,300000.0,1,peripheral,9,False
100000004221668100,in,3,100000008748408100,92000.0,1,distributor,9,False
100000004221668100,out,1,100000005171642100,690600.0,4,transit,9,False
100000004221668100,out,2,100000002391278100,30000.0,5,peripheral,9,False
100000004221668100,out,3,100000004321983100,10840.0,1,peripheral,9,False
100000004222274100,in,1,100000002611334100,15500.0,1,peripheral,1,False
100000004225615100,in,1,100000001162560100,90000.0,2,distributor,3,False
100000004226848100,in,1,100000003684369100,301866.0,1,distributor,4,True
100000004232712100,in,1,100000004278574100,12500.0,1,peripheral,6,False
100000004235471100,in,1,100000008722417100,180000.0,1,peripheral,6,False
100000004241142100,in,1,100000004676985100,27102.0,1,transit,1,False
100000004254434100,in,1,100000002527114100,44445.0,2,distributor,2,True
100000004257714100,in,1,100000002578405100,52220.0,1,distributor,2,False
100000004260869100,in,1,100000003899899100,10000.0,1,peripheral,5,False
100000004261340100,in,1,100000007864477100,48500.0,4,peripheral,1,False
100000004263867100,in,1,100000008460102100,9000.0,1,distributor,19,False
100000004265639100,in,1,100000008732488100,10000.0,1,peripheral,7,False
100000004268036100,in,1,100000008460102100,5500.0,1,distributor,19,False
100000004269433100,out,1,100000008418835100,1372000.0,67,peripheral,16,True
100000004272302100,in,1,100000004722765100,10000.0,1,peripheral,48,False
100000004278574100,in,1,100000000331309100,25000.0,1,coordinator,6,False
100000004278574100,out,1,100000004232712100,12500.0,1,peripheral,6,False
100000004285800100,in,1,100000005124479100,5000.0,1,peripheral,1,False
100000004285800100,out,1,100000004904960100,15000.0,1,terminal,1,False
100000004286573100,in,1,100000008680731100,16590.0,1,distributor,13,True
100000004291560100,in,1,100000004400305100,47190.0,1,distributor,1,False
100000004291663100,in,1,100000003213473100,25000.0,1,distributor,1,False
100000004292885100,in,1,100000002578405100,112700.0,1,distributor,2,False
100000004299488100,in,1,100000007055802100,605000.0,7,consolidator,1,False
100000004299488100,in,2,100000000331309100,360000.0,3,coordinator,6,False
100000004299488100,in,3,100000006866783100,337000.0,5,distributor,1,True
100000004299488100,out,1,100000007055802100,204999.0,9,consolidator,1,False
100000004299488100,out,2,100000004674799100,140000.0,5,terminal,1,False
100000004315838100,in,1,100000000331309100,25000.0,1,coordinator,6,False
100000004315838100,in,2,100000003684369100,25000.0,1,distributor,4,True
100000004315838100,out,1,100000004806903100,18000.0,1,terminal,4,False
100000004318918100,in,1,100000000343175100,75600.0,1,distributor,12,True
100000004321983100,in,1,100000004221668100,10840.0,1,peripheral,9,False
100000004321983100,out,1,100000008727982100,30000.0,2,peripheral,9,False
100000004321983100,out,2,100000005171642100,6200.0,1,transit,9,False
100000004325327100,in,1,100000006866783100,47472.0,1,distributor,1,True
100000004325327100,in,2,100000004400305100,23345.0,2,distributor,1,False
100000004325327100,out,1,100000002445750100,70000.0,1,peripheral,1,False
100000004326224100,in,1,100000005198906100,60000.0,1,peripheral,6,False
100000004330371100,in,1,100000006534886100,167500.0,8,peripheral,5,False
100000004330371100,in,2,100000003016635100,96671.0,4,distributor,5,True
100000004330371100,out,1,100000006534886100,71700.0,5,peripheral,5,False
100000004330371100,out,2,100000003016635100,18981.0,1,distributor,5,True
100000004331458100,in,1,100000005547096100,210000.0,1,peripheral,50,False
100000004331458100,in,2,100000004094958100,40000.0,1,transit,50,False
100000004336228100,in,1,100000008603629100,51407.0,2,coordinator,7,False
100000004336312100,in,1,100000004017410100,58915.0,4,peripheral,35,False
100000004336312100,in,2,100000004076740100,20000.0,1,peripheral,35,False
100000004336312100,in,3,100000003934614100,11500.0,2,peripheral,35,False
100000004336312100,out,1,100000004017410100,52650.0,2,peripheral,35,False
100000004336312100,out,2,100000005519998100,20000.0,1,transit,35,False
100000004340038100,in,1,100000008346837100,9978.0,1,coordinator,14,False
100000004340038100,out,1,100000003568904100,49000.0,1,peripheral,14,False
100000004350094100,in,1,100000007689942100,20000.0,1,peripheral,18,False
100000004351795100,in,1,100000006866783100,66404.0,1,distributor,1,True
100000004351795100,in,2,100000008346837100,29511.0,1,coordinator,14,False
100000004351795100,in,3,100000008603629100,22418.0,1,coordinator,7,False
100000004351795100,out,1,100000000437046100,542000.0,9,coordinator,1,False
100000004351795100,out,2,100000008731444100,295000.0,3,distributor,1,False
100000004351795100,out,3,100000008512552100,246100.0,4,peripheral,17,False
100000004356593100,in,1,100000008304139100,50000.0,1,distributor,4,False
100000004356593100,out,1,100000004185681100,10000.0,1,terminal,4,False
100000004358004100,out,1,100000003684369100,233000.0,5,distributor,4,True
100000004358004100,out,2,100000001477796100,182000.0,1,terminal,4,False
100000004358004100,out,3,100000008165763100,148000.0,3,transit,4,False
100000004360785100,in,1,100000003016635100,94705.0,1,distributor,5,True
100000004368189100,in,1,100000005242320100,384600.0,1,distributor,10,False
100000004368189100,out,1,100000004400480100,21700.0,1,peripheral,10,False
100000004368189100,out,2,100000003084870100,6500.0,1,peripheral,10,False
100000004377043100,in,1,100000008655779100,5700.0,1,peripheral,29,False
100000004379306100,in,1,100000007197866100,15000.0,1,peripheral,7,False
100000004386258100,in,1,100000003265158100,46700.0,1,transit,13,False
100000004386258100,in,2,100000003917461100,10000.0,1,peripheral,13,False
100000004386258100,in,3,100000004386331100,5000.0,1,transit,13,False
100000004386258100,out,1,100000004386331100,20000.0,1,transit,13,False
100000004386258100,out,2,100000003917461100,10000.0,1,peripheral,13,False
100000004386258100,out,3,100000004591973100,10000.0,1,peripheral,13,False
100000004386286100,in,1,100000004386331100,12500.0,1,transit,13,False
100000004386331100,in,1,100000004386258100,20000.0,1,peripheral,13,False
100000004386331100,out,1,100000004386286100,12500.0,1,peripheral,13,False
100000004386331100,out,2,100000004386258100,5000.0,1,peripheral,13,False
100000004388209100,in,1,100000002527114100,11800.0,1,distributor,2,True
100000004388353100,in,1,100000000343175100,34960.0,1,distributor,12,True
100000004388353100,in,2,100000008086440100,28000.0,1,transit,1,False
100000004388983100,out,1,100000005034574100,258816.0,16,terminal,66,False
100000004388983100,out,2,100000007283257100,192000.0,7,terminal,66,False
100000004390333100,in,1,100000006866783100,45751.0,1,distributor,1,True
100000004390333100,in,2,100000004400305100,18807.0,1,distributor,1,False
100000004390333100,out,1,100000000437046100,100000.0,2,coordinator,1,False
100000004390333100,out,2,100000003684369100,100000.0,2,distributor,4,True
100000004390333100,out,3,100000006866783100,60000.0,1,distributor,1,True
100000004394765100,in,1,100000003016635100,451888.0,8,distributor,5,True
100000004394765100,in,2,100000004150593100,119476.0,1,distributor,5,False
100000004394765100,in,3,100000004156082100,32480.0,1,coordinator,16,False
100000004394765100,out,1,100000004193835100,47000.0,1,peripheral,5,True
100000004394765100,out,2,100000008650785100,35500.0,1,peripheral,5,True
100000004398811100,in,1,100000008748914100,426000.0,1,distributor,4,False
100000004398811100,out,1,100000002255058100,491500.0,2,terminal,4,False
100000004398811100,out,2,100000002956779100,411000.0,1,terminal,4,False
100000004398811100,out,3,100000002939838100,138172.0,1,terminal,5,False
100000004399686100,in,1,100000001965374100,806000.0,2,peripheral,25,False
100000004400305100,in,1,100000008748914100,105000.0,1,distributor,4,False
100000004400305100,in,2,100000008632060100,40000.0,2,distributor,1,False
100000004400305100,in,3,100000004140487100,30000.0,2,distributor,4,False
100000004400305100,out,1,100000007138613100,450000.0,1,peripheral,1,False
100000004400305100,out,2,100000002645609100,373567.0,1,consolidator,1,False
100000004400305100,out,3,100000002521039100,349370.0,1,terminal,1,False
100000004400361100,in,1,100000001530983100,10000.0,1,distributor,5,False
100000004400480100,in,1,100000004368189100,21700.0,1,peripheral,10,False
100000004403548100,in,1,100000004975919100,5000.0,1,peripheral,7,False
100000004403641100,in,1,100000008742053100,171500.0,1,distributor,10,False
100000004403675100,in,1,100000003988112100,64000.0,5,peripheral,20,False
100000004403675100,in,2,100000005933757100,48100.0,1,distributor,15,False
100000004403675100,in,3,100000006866783100,47187.0,1,distributor,1,True
100000004403675100,out,1,100000003988112100,92000.0,2,peripheral,20,False
100000004403675100,out,2,100000001386612100,62264.0,1,terminal,20,False
100000004403675100,out,3,100000000331309100,59435.0,1,coordinator,6,False
100000004407753100,in,1,100000007382543100,250000.0,4,peripheral,29,False
100000004407753100,out,1,100000007382543100,100000.0,1,peripheral,29,False
100000004408683100,in,1,100000003016635100,81148.0,2,distributor,5,True
100000004408683100,in,2,100000008531133100,31771.68,1,peripheral,5,False
100000004410489100,in,1,100000004847758100,54000.0,1,distributor,4,False
100000004417753100,in,1,100000003528285100,100000.0,1,peripheral,4,False
100000004417753100,in,2,100000002723538100,92099.0,1,distributor,7,False
100000004418967100,in,1,100000008692291100,100000.0,1,transit,3,False
100000004420041100,in,1,100000008603629100,69638.0,1,coordinator,7,False
100000004420041100,out,1,100000004798515100,200000.0,2,peripheral,13,False
100000004420041100,out,2,100000001899164100,190525.0,1,peripheral,13,False
100000004420041100,out,3,100000004800648100,131000.0,1,peripheral,13,False
100000004424023100,in,1,100000005514161100,50000.0,1,consolidator,10,False
100000004424023100,out,1,100000008332511100,100000.0,1,terminal,10,False
100000004433250100,in,1,100000002970466100,8000.0,1,peripheral,1,False
100000004435304100,in,1,100000001697501100,26200.0,1,distributor,2,False
100000004441291100,in,1,100000007311010100,20000.0,1,peripheral,4,False
100000004445291100,in,1,100000001526235100,19500.0,2,distributor,27,False
100000004449824100,in,1,100000008460102100,9000.0,1,distributor,19,False
100000004450649100,in,1,100000000331309100,140970.0,1,coordinator,6,False
100000004450649100,in,2,100000003854444100,51558.0,1,distributor,18,False
100000004450649100,out,1,100000003684369100,41300.0,1,distributor,4,True
100000004450649100,out,2,100000005025629100,5227.0,1,peripheral,6,False
100000004451012100,in,1,100000003854444100,91245.0,1,distributor,18,False
100000004451012100,out,1,100000007867364100,41852.0,1,peripheral,18,False
100000004451012100,out,2,100000004502048100,13888.0,1,peripheral,18,False
100000004451012100,out,3,100000004049912100,10000.0,1,peripheral,18,False
100000004456564100,in,1,100000004159526100,10000.0,2,peripheral,15,False
100000004463277100,in,1,100000000703894100,35000.0,1,peripheral,30,False
100000004467157100,in,1,100000004076740100,20000.0,3,peripheral,35,False
100000004467157100,out,1,100000004076740100,7000.0,1,peripheral,35,False
100000004472936100,in,1,100000006714366100,5000.0,1,peripheral,14,False
100000004475818100,in,1,100000005665181100,13000.0,1,distributor,6,False
100000004475818100,out,1,100000000332284100,23726.0,1,consolidator,6,False
100000004475818100,out,2,100000005665181100,18498.0,1,distributor,6,False
100000004475818100,out,3,100000008172352100,11765.0,1,peripheral,33,False
100000004479404100,in,1,100000004717647100,1480000.0,6,peripheral,46,False
100000004479404100,in,2,100000004070318100,12000.0,2,distributor,1,False
100000004479404100,out,1,100000004717647100,300000.0,2,peripheral,46,False
100000004480280100,in,1,100000003684369100,146694.0,1,distributor,4,True
100000004480280100,out,1,100000003254723100,269850.0,6,terminal,4,False
100000004480280100,out,2,100000005493505100,26000.0,1,peripheral,14,True
100000004486525100,in,1,100000005910114100,195047.0,7,coordinator,1,False
100000004486525100,in,2,100000007864477100,50000.0,2,peripheral,1,False
100000004486525100,in,3,100000004070318100,46877.0,5,distributor,1,False
100000004486525100,out,1,100000002398779100,254955.0,2,consolidator,1,False
100000004486525100,out,2,100000004962193100,16090.0,1,consolidator,1,False
100000004488265100,in,1,100000008603629100,38740.0,1,coordinator,7,False
100000004491749100,in,1,100000008713270100,50000.0,1,peripheral,9,False
100000004491881100,in,1,100000002527114100,17144.0,1,distributor,2,True
100000004493586100,in,1,100000002957787100,7500.0,1,coordinator,1,False
100000004494983100,in,1,100000002527114100,35000.0,1,distributor,2,True
100000004497606100,in,1,100000002527114100,15534.0,1,distributor,2,True
100000004500444100,in,1,100000005933757100,100000.0,5,distributor,15,False
100000004500444100,in,2,100000001073568100,80000.0,2,peripheral,15,False
100000004500444100,out,1,100000004500781100,74000.0,5,peripheral,15,False
100000004500781100,in,1,100000004500444100,74000.0,5,peripheral,15,False
100000004502048100,in,1,100000004451012100,13888.0,1,peripheral,18,False
100000004508696100,in,1,100000005911352100,7000.0,1,peripheral,39,False
100000004508696100,out,1,100000002217806100,55000.0,2,peripheral,39,False
100000004508696100,out,2,100000004549591100,49000.0,1,peripheral,39,False
100000004508696100,out,3,100000005911352100,7000.0,1,peripheral,39,False
100000004509286100,in,1,100000003684369100,40000.0,1,distributor,4,True
100000004526651100,in,1,100000008489922100,33000.0,1,coordinator,3,False
100000004527381100,in,1,100000008188026100,119333.17,1,peripheral,16,False
100000004527381100,out,1,100000004156082100,273866.11,1,coordinator,16,False
100000004539443100,in,1,100000000596954100,39800.0,1,peripheral,4,False
100000004539443100,in,2,100000004921657100,22190.0,1,peripheral,4,False
100000004544958100,in,1,100000004677680100,168000.0,3,peripheral,12,False
100000004544958100,out,1,100000004677680100,18000.0,1,peripheral,12,False
100000004544958100,out,2,100000006476758100,5200.0,1,terminal,12,False
100000004549591100,in,1,100000004508696100,49000.0,1,peripheral,39,False
100000004552204100,in,1,100000007322059100,22500.0,2,peripheral,33,False
100000004552204100,out,1,100000003646145100,5000.0,1,peripheral,33,False
100000004552204100,out,2,100000007322059100,5000.0,1,peripheral,33,False
100000004553349100,in,1,100000005665181100,7755.0,1,distributor,6,False
100000004559194100,in,1,100000003016635100,282145.0,6,distributor,5,True
100000004564736100,in,1,100000004580202100,15000.0,2,peripheral,24,False
100000004569484100,in,1,100000005704413100,65705.0,2,distributor,8,False
100000004569484100,in,2,100000005933757100,32607.0,1,distributor,15,False
