rank,gid,depth,in_deg,in_kzt,p_hidden_outgoing,cluster_id,priority_score,attention,next_request
1,100000003037476100,4,3,555000.0,0.732,3,0.309225,плательщиков больше 99% узлов колена 4; продлить обход: скрытый выход ~73%,Запросить исходящие переводы от gid 100000003037476100 за следующий шаг; оценка скрытого выхода 73%.
2,100000004652395100,4,3,101528.0,0.732,1,0.2999,3 плательщиков в один день; плательщиков больше 99% узлов колена 4; продлить обход: скрытый выход ~73%,Запросить исходящие переводы от gid 100000004652395100 за следующий шаг; оценка скрытого выхода 73%.
3,100000003230328100,4,3,26572.0,0.732,7,0.268933,плательщиков больше 99% узлов колена 4; продлить обход: скрытый выход ~73%,Запросить исходящие переводы от gid 100000003230328100 за следующий шаг; оценка скрытого выхода 73%.
4,100000006638021100,4,2,388500.0,0.57,49,0.296929,продлить обход: скрытый выход ~57%,Запросить исходящие переводы от gid 100000006638021100 за следующий шаг; оценка скрытого выхода 57%.
347,100000007381662100,4,1,11000.0,0.287,1,0.17976,нет,Запросить исходящие переводы от gid 100000007381662100 за следующий шаг; оценка скрытого выхода 29%.
348,100000008327791100,4,1,11000.0,0.287,17,0.143545,нет,Запросить исходящие переводы от gid 100000008327791100 за следующий шаг; оценка скрытого выхода 29%.
349,100000006693788100,4,1,10764.0,0.287,1,0.143263,нет,Запросить исходящие переводы от gid 100000006693788100 за следующий шаг; оценка скрытого выхода 29%.
350,100000000299820100,4,1,10000.0,0.287,7,0.141354,нет,Запросить исходящие переводы от gid 100000000299820100 за следующий шаг; оценка скрытого выхода 29%.
351,100000000704700100,4,1,10000.0,0.287,26,0.141354,нет,Запросить исходящие переводы от gid 100000000704700100 за следующий шаг; оценка скрытого выхода 29%.
352,100000001202637100,4,1,10000.0,0.287,8,0.141354,нет,Запросить исходящие переводы от gid 100000001202637100 за следующий шаг; оценка скрытого выхода 29%.
353,100000002130400100,4,1,10000.0,0.287,38,0.141354,нет,Запросить исходящие переводы от gid 100000002130400100 за следующий шаг; оценка скрытого выхода 29%.
354,100000002227960100,4,1,10000.0,0.287,23,0.141354,нет,Запросить исходящие переводы от gid 100000002227960100 за следующий шаг; оценка скрытого выхода 29%.
355,100000002540033100,4,1,10000.0,0.287,22,0.141354,нет,Запросить исходящие переводы от gid 100000002540033100 за следующий шаг; оценка скрытого выхода 29%.
356,100000002726055100,4,1,10000.0,0.287,23,0.141354,нет,Запросить исходящие переводы от gid 100000002726055100 за следующий шаг; оценка скрытого выхода 29%.
357,100000002728246100,4,1,10000.0,0.287,6,0.194658,нет,Запросить исходящие переводы от gid 100000002728246100 за следующий шаг; оценка скрытого выхода 29%.
358,100000002981489100,4,1,10000.0,0.287,6,0.194658,нет,Запросить исходящие переводы от gid 100000002981489100 за следующий шаг; оценка скрытого выхода 29%.
359,100000002999140100,4,1,10000.0,0.287,13,0.141354,нет,Запросить исходящие переводы от gid 100000002999140100 за следующий шаг; оценка скрытого выхода 29%.
360,100000003105089100,4,1,10000.0,0.287,23,0.141354,нет,Запросить исходящие переводы от gid 100000003105089100 за следующий шаг; оценка скрытого выхода 29%.
361,100000003146511100,4,1,10000.0,0.287,14,0.17757,нет,Запросить исходящие переводы от gid 100000003146511100 за следующий шаг; оценка скрытого выхода 29%.
362,100000003632533100,4,1,10000.0,0.287,6,0.194658,нет,Запросить исходящие переводы от gid 100000003632533100 за следующий шаг; оценка скрытого выхода 29%.
363,100000003904497100,4,1,10000.0,0.287,3,0.17757,нет,Запросить исходящие переводы от gid 100000003904497100 за следующий шаг; оценка скрытого выхода 29%.
364,100000004049912100,4,1,10000.0,0.287,18,0.141354,нет,Запросить исходящие переводы от gid 100000004049912100 за следующий шаг; оценка скрытого выхода 29%.
365,100000004177936100,4,1,10000.0,0.287,7,0.141354,нет,Запросить исходящие переводы от gid 100000004177936100 за следующий шаг; оценка скрытого выхода 29%.
366,100000004260869100,4,1,10000.0,0.287,5,0.141354,нет,Запросить исходящие переводы от gid 100000004260869100 за следующий шаг; оценка скрытого выхода 29%.
367,100000004265639100,4,1,10000.0,0.287,7,0.141354,нет,Запросить исходящие переводы от gid 100000004265639100 за следующий шаг; оценка скрытого выхода 29%.
368,100000004272302100,4,1,10000.0,0.287,48,0.141354,нет,Запросить исходящие переводы от gid 100000004272302100 за следующий шаг; оценка скрытого выхода 29%.
369,100000004850609100,4,1,10000.0,0.287,1,0.141354,нет,Запросить исходящие переводы от gid 100000004850609100 за следующий шаг; оценка скрытого выхода 29%.
370,100000004981068100,4,1,10000.0,0.287,7,0.17757,нет,Запросить исходящие переводы от gid 100000004981068100 за следующий шаг; оценка скрытого выхода 29%.
371,100000005041147100,4,1,10000.0,0.287,1,0.17757,нет,Запросить исходящие переводы от gid 100000005041147100 за следующий шаг; оценка скрытого выхода 29%.
372,100000006171671100,4,1,10000.0,0.287,1,0.17757,нет,Запросить исходящие переводы от gid 100000006171671100 за следующий шаг; оценка скрытого выхода 29%.
373,100000008758106100,4,1,10000.0,0.287,3,0.17757,нет,Запросить исходящие переводы от gid 100000008758106100 за следующий шаг; оценка скрытого выхода 29%.
374,100000008761132100,4,1,10000.0,0.287,3,0.17757,нет,Запросить исходящие переводы от gid 100000008761132100 за следующий шаг; оценка скрытого выхода 29%.
375,100000008761220100,4,1,10000.0,0.287,3,0.17757,нет,Запросить исходящие переводы от gid 100000008761220100 за следующий шаг; оценка скрытого выхода 29%.
376,100000008778753100,4,1,10000.0,0.287,27,0.141354,нет,Запросить исходящие переводы от gid 100000008778753100 за следующий шаг; оценка скрытого выхода 29%.
377,100000004780083100,4,1,9999.0,0.287,61,0.139793,нет,Запросить исходящие переводы от gid 100000004780083100 за следующий шаг; оценка скрытого выхода 29%.
378,100000001325618100,4,1,9300.0,0.287,19,0.139316,нет,Запросить исходящие переводы от gid 100000001325618100 за следующий шаг; оценка скрытого выхода 29%.
379,100000002258492100,4,1,9000.0,0.287,20,0.139056,нет,Запросить исходящие переводы от gid 100000002258492100 за следующий шаг; оценка скрытого выхода 29%.
380,100000003481025100,4,1,9000.0,0.287,1,0.139056,нет,Запросить исходящие переводы от gid 100000003481025100 за следующий шаг; оценка скрытого выхода 29%.
381,100000004263867100,4,1,9000.0,0.287,19,0.139056,нет,Запросить исходящие переводы от gid 100000004263867100 за следующий шаг; оценка скрытого выхода 29%.
382,100000004449824100,4,1,9000.0,0.287,19,0.139056,нет,Запросить исходящие переводы от gid 100000004449824100 за следующий шаг; оценка скрытого выхода 29%.
383,100000006903193100,4,1,9000.0,0.287,1,0.175271,нет,Запросить исходящие переводы от gid 100000006903193100 за следующий шаг; оценка скрытого выхода 29%.
384,100000000542087100,4,1,8506.91,0.287,37,0.191969,нет,Запросить исходящие переводы от gid 100000000542087100 за следующий шаг; оценка скрытого выхода 29%.
385,100000001256409100,4,1,8000.0,0.287,21,0.138102,нет,Запросить исходящие переводы от gid 100000001256409100 за следующий шаг; оценка скрытого выхода 29%.
386,100000001299443100,4,1,8000.0,0.287,19,0.138102,нет,Запросить исходящие переводы от gid 100000001299443100 за следующий шаг; оценка скрытого выхода 29%.
387,100000002597074100,4,1,8000.0,0.287,1,0.174317,нет,Запросить исходящие переводы от gid 100000002597074100 за следующий шаг; оценка скрытого выхода 29%.
388,100000003792647100,4,1,8000.0,0.287,6,0.191406,нет,Запросить исходящие переводы от gid 100000003792647100 за следующий шаг; оценка скрытого выхода 29%.
389,100000004433250100,4,1,8000.0,0.287,1,0.174317,нет,Запросить исходящие переводы от gid 100000004433250100 за следующий шаг; оценка скрытого выхода 29%.
390,100000005367180100,4,1,7700.0,0.287,7,0.137711,нет,Запросить исходящие переводы от gid 100000005367180100 за следующий шаг; оценка скрытого выхода 29%.
391,100000004848236100,4,1,7500.0,0.287,1,0.173753,нет,Запросить исходящие переводы от gid 100000004848236100 за следующий шаг; оценка скрытого выхода 29%.
392,100000005010159100,4,1,7092.0,0.287,7,0.137364,нет,Запросить исходящие переводы от gid 100000005010159100 за следующий шаг; оценка скрытого выхода 29%.
393,100000000018102100,4,1,7000.0,0.287,1,0.137082,нет,Запросить исходящие переводы от gid 100000000018102100 за следующий шаг; оценка скрытого выхода 29%.
394,100000003005167100,4,1,7000.0,0.287,19,0.137082,нет,Запросить исходящие переводы от gid 100000003005167100 за следующий шаг; оценка скрытого выхода 29%.
395,100000003950749100,4,1,7000.0,0.287,5,0.137082,нет,Запросить исходящие переводы от gid 100000003950749100 за следующий шаг; оценка скрытого выхода 29%.
396,100000008762843100,4,1,7000.0,0.287,3,0.137082,нет,Запросить исходящие переводы от gid 100000008762843100 за следующий шаг; оценка скрытого выхода 29%.
397,100000008762885100,4,1,7000.0,0.287,3,0.137082,нет,Запросить исходящие переводы от gid 100000008762885100 за следующий шаг; оценка скрытого выхода 29%.
398,100000001714883100,4,1,6900.0,0.287,19,0.136757,нет,Запросить исходящие переводы от gid 100000001714883100 за следующий шаг; оценка скрытого выхода 29%.
399,100000001297206100,4,1,6758.0,0.287,1,0.13667,нет,Запросить исходящие переводы от gid 100000001297206100 за следующий шаг; оценка скрытого выхода 29%.
400,100000002474570100,4,1,6750.0,0.287,19,0.136605,нет,Запросить исходящие переводы от gid 100000002474570100 за следующий шаг; оценка скрытого выхода 29%.
401,100000004800452100,4,1,6544.53,0.287,6,0.189844,нет,Запросить исходящие переводы от gid 100000004800452100 за следующий шаг; оценка скрытого выхода 29%.
402,100000000627521100,4,1,6500.0,0.287,40,0.189757,нет,Запросить исходящие переводы от gid 100000000627521100 за следующий шаг; оценка скрытого выхода 29%.
403,100000003084870100,4,1,6500.0,0.287,10,0.136453,нет,Запросить исходящие переводы от gid 100000003084870100 за следующий шаг; оценка скрытого выхода 29%.
404,100000003194831100,4,1,6265.0,0.287,10,0.136323,нет,Запросить исходящие переводы от gid 100000003194831100 за следующий шаг; оценка скрытого выхода 29%.
405,100000002512742100,4,1,6000.0,0.287,19,0.135868,нет,Запросить исходящие переводы от gid 100000002512742100 за следующий шаг; оценка скрытого выхода 29%.
406,100000002878483100,4,1,6000.0,0.287,19,0.135868,нет,Запросить исходящие переводы от gid 100000002878483100 за следующий шаг; оценка скрытого выхода 29%.
407,100000003838587100,4,1,6000.0,0.287,15,0.135868,нет,Запросить исходящие переводы от gid 100000003838587100 за следующий шаг; оценка скрытого выхода 29%.
408,100000008321975100,4,1,5900.0,0.287,23,0.171845,нет,Запросить исходящие переводы от gid 100000008321975100 за следующий шаг; оценка скрытого выхода 29%.
409,100000002986245100,4,1,5750.0,0.287,19,0.135543,нет,Запросить исходящие переводы от gid 100000002986245100 за следующий шаг; оценка скрытого выхода 29%.
410,100000004377043100,4,1,5700.0,0.287,29,0.135456,нет,Запросить исходящие переводы от gid 100000004377043100 за следующий шаг; оценка скрытого выхода 29%.
411,100000001498732100,4,1,5500.0,0.287,3,0.135196,нет,Запросить исходящие переводы от gid 100000001498732100 за следующий шаг; оценка скрытого выхода 29%.
412,100000004013952100,4,1,5500.0,0.287,1,0.135196,нет,Запросить исходящие переводы от gid 100000004013952100 за следующий шаг; оценка скрытого выхода 29%.
413,100000004268036100,4,1,5500.0,0.287,19,0.135196,нет,Запросить исходящие переводы от gid 100000004268036100 за следующий шаг; оценка скрытого выхода 29%.
414,100000004569637100,4,1,5500.0,0.287,7,0.135196,нет,Запросить исходящие переводы от gid 100000004569637100 за следующий шаг; оценка скрытого выхода 29%.
415,100000005146665100,4,1,5500.0,0.287,58,0.135196,нет,Запросить исходящие переводы от gid 100000005146665100 за следующий шаг; оценка скрытого выхода 29%.
416,100000008074304100,4,1,5500.0,0.287,6,0.1885,нет,Запросить исходящие переводы от gid 100000008074304100 за следующий шаг; оценка скрытого выхода 29%.
417,100000005293969100,4,1,5466.97,0.287,1,0.135022,нет,Запросить исходящие переводы от gid 100000005293969100 за следующий шаг; оценка скрытого выхода 29%.
418,100000008255655100,4,1,5400.0,0.287,17,0.134935,нет,Запросить исходящие переводы от gid 100000008255655100 за следующий шаг; оценка скрытого выхода 29%.
419,100000000957746100,4,1,5300.0,0.287,17,0.188153,нет,Запросить исходящие переводы от gid 100000000957746100 за следующий шаг; оценка скрытого выхода 29%.
420,100000002635746100,4,1,5300.0,0.287,19,0.134849,нет,Запросить исходящие переводы от gid 100000002635746100 за следующий шаг; оценка скрытого выхода 29%.
421,100000005025629100,4,1,5227.0,0.287,6,0.187979,нет,Запросить исходящие переводы от gid 100000005025629100 за следующий шаг; оценка скрытого выхода 29%.
422,100000008648783100,4,1,5200.0,0.287,19,0.13461,нет,Запросить исходящие переводы от gid 100000008648783100 за следующий шаг; оценка скрытого выхода 29%.
423,100000005910895100,4,1,5100.0,0.287,34,0.134502,нет,Запросить исходящие переводы от gid 100000005910895100 за следующий шаг; оценка скрытого выхода 29%.
424,100000001590795100,4,1,5060.0,0.287,19,0.134458,нет,Запросить исходящие переводы от gid 100000001590795100 за следующий шаг; оценка скрытого выхода 29%.
425,100000000369781100,4,1,5000.0,0.287,6,0.186526,нет,Запросить исходящие переводы от gid 100000000369781100 за следующий шаг; оценка скрытого выхода 29%.
426,100000000581682100,4,1,5000.0,0.287,29,0.133222,нет,Запросить исходящие переводы от gid 100000000581682100 за следующий шаг; оценка скрытого выхода 29%.
427,100000002994441100,4,1,5000.0,0.287,7,0.133222,нет,Запросить исходящие переводы от gid 100000002994441100 за следующий шаг; оценка скрытого выхода 29%.
428,100000003214786100,4,1,5000.0,0.287,1,0.169438,нет,Запросить исходящие переводы от gid 100000003214786100 за следующий шаг; оценка скрытого выхода 29%.
429,100000003626268100,4,1,5000.0,0.287,7,0.133222,нет,Запросить исходящие переводы от gid 100000003626268100 за следующий шаг; оценка скрытого выхода 29%.
430,100000003646145100,4,1,5000.0,0.287,33,0.133222,нет,Запросить исходящие переводы от gid 100000003646145100 за следующий шаг; оценка скрытого выхода 29%.
431,100000003786516100,4,1,5000.0,0.287,1,0.186526,нет,Запросить исходящие переводы от gid 100000003786516100 за следующий шаг; оценка скрытого выхода 29%.
432,100000004107228100,4,1,5000.0,0.287,4,0.169438,нет,Запросить исходящие переводы от gid 100000004107228100 за следующий шаг; оценка скрытого выхода 29%.
433,100000004403548100,4,1,5000.0,0.287,7,0.133222,нет,Запросить исходящие переводы от gid 100000004403548100 за следующий шаг; оценка скрытого выхода 29%.
434,100000004472936100,4,1,5000.0,0.287,14,0.169438,нет,Запросить исходящие переводы от gid 100000004472936100 за следующий шаг; оценка скрытого выхода 29%.
435,100000005209352100,4,1,5000.0,0.287,1,0.169438,нет,Запросить исходящие переводы от gid 100000005209352100 за следующий шаг; оценка скрытого выхода 29%.
436,100000005370558100,4,1,5000.0,0.287,1,0.133222,нет,Запросить исходящие переводы от gid 100000005370558100 за следующий шаг; оценка скрытого выхода 29%.
437,100000006735545100,4,1,5000.0,0.287,7,0.186526,нет,Запросить исходящие переводы от gid 100000006735545100 за следующий шаг; оценка скрытого выхода 29%.
438,100000008649416100,4,1,5000.0,0.287,17,0.133222,нет,Запросить исходящие переводы от gid 100000008649416100 за следующий шаг; оценка скрытого выхода 29%.
439,100000008758607100,4,1,5000.0,0.287,3,0.169438,нет,Запросить исходящие переводы от gid 100000008758607100 за следующий шаг; оценка скрытого выхода 29%.
440,100000008762005100,4,1,5000.0,0.287,3,0.133222,нет,Запросить исходящие переводы от gid 100000008762005100 за следующий шаг; оценка скрытого выхода 29%.
441,100000008766031100,4,1,5000.0,0.287,3,0.169438,нет,Запросить исходящие переводы от gid 100000008766031100 за следующий шаг; оценка скрытого выхода 29%.
442,100000008766764100,4,1,5000.0,0.287,3,0.169438,нет,Запросить исходящие переводы от gid 100000008766764100 за следующий шаг; оценка скрытого выхода 29%.
443,100000008770483100,4,1,5000.0,0.287,49,0.169438,нет,Запросить исходящие переводы от gid 100000008770483100 за следующий шаг; оценка скрытого выхода 29%.
444,100000008775747100,4,1,5000.0,0.287,3,0.169438,нет,Запросить исходящие переводы от gid 100000008775747100 за следующий шаг; оценка скрытого выхода 29%.
