gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,seed_reach,bridge,rapid_48h,boundary
100000004049912100,peripheral,0.55,18,0.141354,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,10000.0,0.0,1,0,1,0.0,0.0,True
100000004058740100,terminal,0.62,2,0.291157,"Наблюдаемый конечный узел: вход от 1 клиентов (30,000 KZT), исходящих нет; колено 1<4.",1,False,1,0,30000.0,0.0,1,0,1,0.0,0.0,False
100000004064431100,peripheral,0.6,26,0.335498,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",3,False,1,1,26000.0,10000.0,1,1,1,0.0,1.0,False
100000004066370100,peripheral,0.55,38,0.185442,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,65000.0,0.0,2,0,1,0.0,0.0,True
100000004066647100,terminal,0.62,18,0.314978,"Наблюдаемый конечный узел: вход от 1 клиентов (51,000 KZT), исходящих нет; колено 3<4.",3,False,1,0,51000.0,0.0,1,0,1,0.0,0.0,False
100000004070318100,distributor,0.9325,1,0.879738,"Признаки распределения: 19 получателей против 4 плательщиков, исходящий поток 551,860 KZT.",1,False,4,19,207246.55,551860.0,6,37,2,0.004428381599202163,1.0,False
100000004070530100,peripheral,0.55,40,0.208819,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,20000.0,0.0,1,0,3,0.0,0.0,True
100000004071070100,peripheral,0.6,1,0.444689,"Недостаточно признаков роли: 2 плательщиков, 1 получателей, колено 2.",2,False,2,1,41000.0,6000.0,5,1,2,0.0,0.2,False
100000004071080100,consolidator,0.8875,1,0.825979,"Признаки консолидации: 9 плательщиков, 2 получателей, входящий поток 238,600 KZT.",1,False,9,2,238600.0,46500.0,16,5,2,1.3913624220837045e-05,0.5625,False
100000004071444100,peripheral,0.6,1,0.437289,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",3,False,1,1,247350.0,100000.0,1,1,1,9.27574948055803e-06,0.0,False
100000004076740100,peripheral,0.6,35,0.561231,"Недостаточно признаков роли: 3 плательщиков, 6 получателей, колено 1.",1,False,3,6,93250.0,125000.0,5,10,1,0.00020387120963584384,0.8,False
100000004077081100,peripheral,0.6,4,0.559848,"Недостаточно признаков роли: 1 плательщиков, 4 получателей, колено 3.",3,False,1,4,140000.0,615000.0,1,6,3,9.27574948055803e-06,1.0,False
100000004094958100,transit,0.8308,50,0.442883,"Признаки транзита: отдал 103% видимого входа; 1→1 связей, быстрый выход 100%.",1,False,1,1,39000.0,40000.0,1,1,1,0.0,1.0,False
100000004096559100,terminal,0.62,11,0.307416,"Наблюдаемый конечный узел: вход от 1 клиентов (46,200 KZT), исходящих нет; колено 3<4.",3,False,1,0,46200.0,0.0,1,0,1,0.0,0.0,False
100000004097972100,peripheral,0.6,1,0.530697,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",3,False,1,2,118878.0,10000.0,1,2,2,1.855149896111606e-05,1.0,False
100000004099450100,terminal,0.62,1,0.293312,"Наблюдаемый конечный узел: вход от 1 клиентов (31,000 KZT), исходящих нет; колено 3<4.",3,False,1,0,31000.0,0.0,1,0,1,0.0,0.0,False
100000004105288100,terminal,0.66,4,0.562492,"Наблюдаемый конечный узел: вход от 2 клиентов (215,000 KZT), исходящих нет; колено 1<4.",1,False,2,0,215000.0,0.0,2,0,8,0.0,0.0,False
100000004107228100,peripheral,0.55,4,0.169438,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,5000.0,0.0,1,0,2,0.0,0.0,True
100000004114962100,terminal,0.66,6,0.523584,"Наблюдаемый конечный узел: вход от 2 клиентов (165,000 KZT), исходящих нет; колено 3<4.",3,False,2,0,165000.0,0.0,2,0,3,0.0,0.0,False
100000004130144100,terminal,0.62,11,0.3616,"Наблюдаемый конечный узел: вход от 1 клиентов (200,000 KZT), исходящих нет; колено 1<4.",1,False,1,0,200000.0,0.0,1,0,1,0.0,0.0,False
100000004134060100,terminal,0.62,21,0.444445,"Наблюдаемый конечный узел: вход от 1 клиентов (88,179 KZT), исходящих нет; колено 2<4.",2,False,1,0,88179.0,0.0,1,0,4,0.0,0.0,False
100000004135268100,transit,0.7054,53,0.653167,"Признаки транзита: отдал 81% видимого входа; 2→3 связей, быстрый выход 100%.",1,False,2,3,1239000.0,1000200.0,3,4,1,0.0,1.0,False
100000004140487100,distributor,0.74,4,0.584308,"Признаки распределения: 10 получателей против 1 плательщиков, исходящий поток 262,600 KZT.",3,False,1,10,24510.0,262600.0,1,19,1,4.6478794007357026e-05,1.0,False
100000004140994100,terminal,0.62,2,0.26779,"Наблюдаемый конечный узел: вход от 1 клиентов (18,650 KZT), исходящих нет; колено 3<4.",3,False,1,0,18650.0,0.0,1,0,1,0.0,0.0,False
100000004144536100,consolidator,0.65,26,0.529993,"Признаки консолидации: 4 плательщиков, 0 получателей, входящий поток 168,000 KZT.",1,False,4,0,168000.0,0.0,6,0,1,0.0,0.0,False
100000004150593100,distributor,0.765,5,0.743794,"Признаки распределения: 11 получателей против 1 плательщиков, исходящий поток 871,165 KZT.",2,False,1,11,57000.0,871165.0,2,16,3,0.00010373379835757397,1.0,False
100000004156082100,coordinator,0.77,16,0.953815,"Гипотеза координации: достижим из 4 seed, 5 плательщиков, мост 0.0002.",1,False,5,26,377366.11,2319556.0,7,29,4,0.00023946893242307314,1.0,False
100000004158362100,terminal,0.62,1,0.314676,"Наблюдаемый конечный узел: вход от 1 клиентов (12,000 KZT), исходящих нет; колено 2<4.",2,False,1,0,12000.0,0.0,1,0,2,0.0,0.0,False
100000004159526100,peripheral,0.6,15,0.669345,"Недостаточно признаков роли: 4 плательщиков, 4 получателей, колено 1.",1,False,4,4,275037.0,68000.0,4,6,3,4.6378747402790145e-05,0.75,False
100000004160650100,distributor,0.74,26,0.619362,"Признаки распределения: 10 получателей против 2 плательщиков, исходящий поток 1,489,827 KZT.",2,False,2,10,75100.0,1489827.0,4,40,1,0.0,1.0,False
100000004167082100,peripheral,0.55,14,0.182167,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,13300.0,0.0,1,0,2,0.0,0.0,True
100000004174835100,peripheral,0.6,78,0.120332,"Seed без исходящих в выборке; входящий поток неполон, структурная роль не установлена.",0,True,0,0,0.0,0.0,0,0,1,0.0,0.0,False
100000004177936100,peripheral,0.55,7,0.141354,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,10000.0,0.0,1,0,1,0.0,0.0,True
100000004180097100,peripheral,0.6,1,0.560271,"Недостаточно признаков роли: 3 плательщиков, 3 получателей, колено 1.",1,False,3,3,104854.0,47800.0,5,7,1,0.00014841199168892847,0.8,False
100000004183610100,peripheral,0.6,14,0.449166,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",3,False,1,1,22000.0,915000.0,1,3,2,9.27574948055803e-06,1.0,False
100000004184158100,terminal,0.62,1,0.362772,"Наблюдаемый конечный узел: вход от 1 клиентов (203,805 KZT), исходящих нет; колено 3<4.",3,False,1,0,203805.0,0.0,1,0,1,0.0,0.0,False
100000004185681100,terminal,0.62,4,0.246464,"Наблюдаемый конечный узел: вход от 1 клиентов (10,000 KZT), исходящих нет; колено 3<4.",3,False,1,0,10000.0,0.0,1,0,1,0.0,0.0,False
100000004186824100,peripheral,0.6,5,0.50675,"Недостаточно признаков роли: 2 плательщиков, 1 получателей, колено 1.",1,False,2,1,451700.0,7000.0,7,1,2,0.0,0.0,False
100000004188160100,peripheral,0.6,5,0.611465,"Недостаточно признаков роли: 2 плательщиков, 5 получателей, колено 1.",1,False,2,5,87862.0,133846.0,5,6,3,2.782724844167409e-05,0.6,False
100000004192107100,terminal,0.62,4,0.345416,"Наблюдаемый конечный узел: вход от 1 клиентов (25,000 KZT), исходящих нет; колено 2<4.",2,False,1,0,25000.0,0.0,1,0,2,0.0,0.0,False
100000004192865100,terminal,0.62,30,0.324129,"Наблюдаемый конечный узел: вход от 1 клиентов (66,666 KZT), исходящих нет; колено 2<4.",2,False,1,0,66666.0,0.0,1,0,1,0.0,0.0,False
100000004193835100,peripheral,0.6,5,0.38647,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 0.",0,True,1,1,47000.0,5000.0,1,1,4,0.0,1.0,False
100000004200745100,peripheral,0.55,13,0.235255,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,130000.0,0.0,4,0,2,0.0,0.0,True
100000004206046100,terminal,0.62,5,0.313768,"Наблюдаемый конечный узел: вход от 1 клиентов (11,075 KZT), исходящих нет; колено 1<4.",1,False,1,0,11075.0,0.0,1,0,2,0.0,0.0,False
100000004209339100,peripheral,0.6,34,0.568252,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 2.",2,False,1,2,138500.0,238500.0,6,11,4,1.3913624220837045e-05,0.8333333333333334,False
100000004213658100,terminal,0.62,2,0.283822,"Наблюдаемый конечный узел: вход от 1 клиентов (25,347 KZT), исходящих нет; колено 1<4.",1,False,1,0,25347.0,0.0,1,0,1,0.0,0.0,False
100000004217419100,peripheral,0.6,7,0.564513,"Недостаточно признаков роли: 2 плательщиков, 1 получателей, колено 3.",3,False,2,1,118200.0,7700.0,3,1,2,9.27574948055803e-06,0.6666666666666666,False
100000004218576100,terminal,0.62,2,0.284994,"Наблюдаемый конечный узел: вход от 1 клиентов (26,144 KZT), исходящих нет; колено 1<4.",1,False,1,0,26144.0,0.0,1,0,1,0.0,0.0,False
100000004221668100,peripheral,0.6,9,0.57773,"Недостаточно признаков роли: 4 плательщиков, 3 получателей, колено 2.",2,False,4,3,1128300.0,731440.0,8,10,1,4.637874740279015e-06,0.625,False
100000004222274100,peripheral,0.55,1,0.149053,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,15500.0,0.0,1,0,1,0.0,0.0,True
100000004225615100,terminal,0.62,3,0.333997,"Наблюдаемый конечный узел: вход от 1 клиентов (90,000 KZT), исходящих нет; колено 2<4.",2,False,1,0,90000.0,0.0,2,0,1,0.0,0.0,False
100000004226848100,terminal,0.62,4,0.484903,"Наблюдаемый конечный узел: вход от 1 клиентов (301,866 KZT), исходящих нет; колено 1<4.",1,False,1,0,301866.0,0.0,1,0,4,0.0,0.0,False
100000004232712100,peripheral,0.55,6,0.198388,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,12500.0,0.0,1,0,3,0.0,0.0,True
100000004235471100,peripheral,0.55,6,0.258177,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,180000.0,0.0,1,0,3,0.0,0.0,True
100000004241142100,peripheral,0.55,1,0.201121,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,27102.0,0.0,1,0,2,0.0,0.0,True
100000004254434100,terminal,0.62,2,0.305299,"Наблюдаемый конечный узел: вход от 1 клиентов (44,445 KZT), исходящих нет; колено 1<4.",1,False,1,0,44445.0,0.0,2,0,1,0.0,0.0,False
100000004257714100,terminal,0.62,2,0.315886,"Наблюдаемый конечный узел: вход от 1 клиентов (52,220 KZT), исходящих нет; колено 3<4.",3,False,1,0,52220.0,0.0,1,0,1,0.0,0.0,False
100000004260869100,peripheral,0.55,5,0.141354,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,10000.0,0.0,1,0,1,0.0,0.0,True
100000004261340100,peripheral,0.55,1,0.214002,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,48500.0,0.0,4,0,2,0.0,0.0,True
100000004263867100,peripheral,0.55,19,0.139056,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,9000.0,0.0,1,0,1,0.0,0.0,True
100000004265639100,peripheral,0.55,7,0.141354,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,10000.0,0.0,1,0,1,0.0,0.0,True
100000004268036100,peripheral,0.55,19,0.135196,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,5500.0,0.0,1,0,1,0.0,0.0,True
100000004269433100,peripheral,0.6,16,0.160169,"Недостаточно признаков роли: 0 плательщиков, 1 получателей, колено 0.",0,True,0,1,0.0,1372000.0,0,67,1,0.0,0.0,False
100000004272302100,peripheral,0.55,48,0.141354,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,10000.0,0.0,1,0,1,0.0,0.0,True
100000004278574100,peripheral,0.6,6,0.443794,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",3,False,1,1,25000.0,12500.0,1,1,3,9.27574948055803e-06,0.0,False
100000004285800100,peripheral,0.6,1,0.349978,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",2,False,1,1,5000.0,15000.0,1,1,4,0.0,0.0,False
100000004286573100,terminal,0.62,13,0.262723,"Наблюдаемый конечный узел: вход от 1 клиентов (16,590 KZT), исходящих нет; колено 1<4.",1,False,1,0,16590.0,0.0,1,0,1,0.0,0.0,False
100000004291560100,terminal,0.62,1,0.372187,"Наблюдаемый конечный узел: вход от 1 клиентов (47,190 KZT), исходящих нет; колено 3<4.",3,False,1,0,47190.0,0.0,1,0,2,0.0,0.0,False
100000004291663100,peripheral,0.55,1,0.198107,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,25000.0,0.0,1,0,2,0.0,0.0,True
100000004292885100,terminal,0.62,2,0.343488,"Наблюдаемый конечный узел: вход от 1 клиентов (112,700 KZT), исходящих нет; колено 3<4.",3,False,1,0,112700.0,0.0,1,0,1,0.0,0.0,False
100000004299488100,consolidator,0.715,1,0.900693,"Признаки консолидации: 6 плательщиков, 2 получателей, входящий поток 1,749,000 KZT.",1,False,6,2,1749000.0,344999.0,22,14,3,9.27574948055803e-06,0.9090909090909091,False
100000004315838100,peripheral,0.6,4,0.560698,"Недостаточно признаков роли: 2 плательщиков, 1 получателей, колено 1.",1,False,2,1,50000.0,18000.0,2,1,5,9.27574948055803e-06,0.0,False
100000004318918100,terminal,0.62,12,0.447583,"Наблюдаемый конечный узел: вход от 1 клиентов (75,600 KZT), исходящих нет; колено 1<4.",1,False,1,0,75600.0,0.0,1,0,5,0.0,0.0,False
100000004321983100,peripheral,0.6,9,0.27884,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",3,False,1,2,10840.0,36200.0,1,3,1,0.0,0.0,False
100000004325327100,transit,0.7747,1,0.690046,"Признаки транзита: отдал 99% видимого входа; 2→1 связей, быстрый выход 33%.",1,False,2,1,70817.0,70000.0,3,1,2,1.855149896111606e-05,0.3333333333333333,False
100000004326224100,peripheral,0.55,6,0.237271,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,60000.0,0.0,1,0,3,0.0,0.0,True
100000004330371100,peripheral,0.6,5,0.591517,"Недостаточно признаков роли: 2 плательщиков, 2 получателей, колено 1.",1,False,2,2,264171.0,90681.0,12,6,2,9.27574948055803e-06,0.5,False
100000004331458100,terminal,0.66,50,0.444104,"Наблюдаемый конечный узел: вход от 2 клиентов (250,000 KZT), исходящих нет; колено 2<4.",2,False,2,0,250000.0,0.0,2,0,1,0.0,0.0,False
100000004336228100,terminal,0.62,7,0.315356,"Наблюдаемый конечный узел: вход от 1 клиентов (51,407 KZT), исходящих нет; колено 3<4.",3,False,1,0,51407.0,0.0,2,0,1,0.0,0.0,False
100000004336312100,transit,0.6455,35,0.665358,"Признаки транзита: отдал 80% видимого входа; 3→2 связей, быстрый выход 43%.",2,False,3,2,90415.0,72650.0,7,3,1,2.0870436331255566e-05,0.42857142857142855,False
100000004340038100,peripheral,0.6,14,0.409731,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",3,False,1,1,9978.0,49000.0,1,1,3,9.27574948055803e-06,0.0,False
100000004350094100,peripheral,0.55,18,0.155515,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,20000.0,0.0,1,0,1,0.0,0.0,True
100000004351795100,coordinator,0.6,1,0.884742,"Гипотеза координации: достижим из 3 seed, 3 плательщиков, мост 0.0014.",1,False,3,14,118333.0,1715161.0,3,37,3,0.001389411785012958,1.0,False
100000004356593100,peripheral,0.6,4,0.444428,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",2,False,1,1,50000.0,10000.0,1,1,2,9.27574948055803e-06,0.0,False
100000004358004100,distributor,0.765,4,0.240726,"Признаки распределения: 11 получателей против 0 плательщиков, исходящий поток 980,850 KZT.",0,True,0,11,0.0,980850.0,0,17,1,0.0,0.0,False
100000004360785100,terminal,0.62,5,0.399373,"Наблюдаемый конечный узел: вход от 1 клиентов (94,705 KZT), исходящих нет; колено 1<4.",1,False,1,0,94705.0,0.0,1,0,2,0.0,0.0,False
100000004368189100,peripheral,0.6,10,0.551215,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",3,False,1,2,384600.0,28200.0,1,2,2,9.27574948055803e-06,1.0,False
100000004377043100,peripheral,0.55,29,0.135456,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,5700.0,0.0,1,0,1,0.0,0.0,True
100000004379306100,peripheral,0.55,7,0.148077,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,15000.0,0.0,1,0,1,0.0,0.0,True
100000004386258100,peripheral,0.6,13,0.616659,"Недостаточно признаков роли: 3 плательщиков, 3 получателей, колено 2.",2,False,3,3,61700.0,40000.0,3,3,3,5.565449688334818e-05,0.6666666666666666,False
100000004386286100,peripheral,0.55,13,0.1813,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,12500.0,0.0,1,0,2,0.0,0.0,True
100000004386331100,transit,0.6562,13,0.530899,"Признаки транзита: отдал 88% видимого входа; 1→2 связей, быстрый выход 0%.",3,False,1,2,20000.0,17500.0,1,2,2,9.27574948055803e-06,0.0,False
100000004388209100,terminal,0.62,2,0.251077,"Наблюдаемый конечный узел: вход от 1 клиентов (11,800 KZT), исходящих нет; колено 1<4.",1,False,1,0,11800.0,0.0,1,0,1,0.0,0.0,False
100000004388353100,terminal,0.66,12,0.519576,"Наблюдаемый конечный узел: вход от 2 клиентов (62,960 KZT), исходящих нет; колено 1<4.",1,False,2,0,62960.0,0.0,2,0,6,0.0,0.0,False
100000004388983100,peripheral,0.6,66,0.169889,"Недостаточно признаков роли: 0 плательщиков, 2 получателей, колено 0.",0,True,0,2,0.0,450816.0,0,23,1,0.0,0.0,False
100000004390333100,distributor,0.7,1,0.795774,"Признаки распределения: 9 получателей против 2 плательщиков, исходящий поток 506,500 KZT.",1,False,2,9,64558.0,506500.0,2,14,2,4.019601209567931e-05,1.0,False
100000004394765100,peripheral,0.6,5,0.655161,"Недостаточно признаков роли: 3 плательщиков, 2 получателей, колено 1.",1,False,3,2,603844.0,82500.0,10,2,3,2.782724844167409e-05,0.4,False
100000004398811100,peripheral,0.6,4,0.437055,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 2.",2,False,1,3,426000.0,1040672.0,1,4,1,0.0,1.0,False
100000004399686100,terminal,0.62,25,0.39113,"Наблюдаемый конечный узел: вход от 1 клиентов (806,000 KZT), исходящих нет; колено 3<4.",3,False,1,0,806000.0,0.0,2,0,1,0.0,0.0,False
100000004400305100,distributor,0.94,1,0.886588,"Признаки распределения: 82 получателей против 7 плательщиков, исходящий поток 5,830,181 KZT.",2,False,7,82,222800.0,5830181.0,9,101,2,0.000897103557252706,1.0,False
100000004400361100,terminal,0.62,5,0.357705,"Наблюдаемый конечный узел: вход от 1 клиентов (10,000 KZT), исходящих нет; колено 2<4.",2,False,1,0,10000.0,0.0,1,0,4,0.0,0.0,False
100000004400480100,peripheral,0.55,10,0.157836,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,21700.0,0.0,1,0,1,0.0,0.0,True
100000004403548100,peripheral,0.55,7,0.133222,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,5000.0,0.0,1,0,1,0.0,0.0,True
100000004403641100,peripheral,0.55,10,0.20433,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,171500.0,0.0,1,0,1,0.0,0.0,True
100000004403675100,coordinator,0.66,20,0.88929,"Гипотеза координации: достижим из 3 seed, 4 плательщиков, мост 0.0012.",1,False,4,5,182980.0,264699.0,8,6,3,0.0012154610150596741,0.75,False
100000004407753100,peripheral,0.6,29,0.390547,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",3,False,1,1,250000.0,100000.0,4,1,1,0.0,0.5,False
100000004408683100,terminal,0.66,5,0.48271,"Наблюдаемый конечный узел: вход от 2 клиентов (112,920 KZT), исходящих нет; колено 1<4.",1,False,2,0,112919.68,0.0,3,0,2,0.0,0.0,False
100000004410489100,terminal,0.62,4,0.380695,"Наблюдаемый конечный узел: вход от 1 клиентов (54,000 KZT), исходящих нет; колено 2<4.",2,False,1,0,54000.0,0.0,1,0,2,0.0,0.0,False
100000004417753100,terminal,0.66,4,0.49859,"Наблюдаемый конечный узел: вход от 2 клиентов (192,099 KZT), исходящих нет; колено 3<4.",3,False,2,0,192099.0,0.0,2,0,2,0.0,0.0,False
100000004418967100,peripheral,0.55,3,0.194398,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,100000.0,0.0,1,0,1,0.0,0.0,True
100000004420041100,peripheral,0.6,13,0.440108,"Недостаточно признаков роли: 1 плательщиков, 7 получателей, колено 3.",3,False,1,7,69638.0,651830.0,1,11,1,6.45437568022163e-05,0.0,False
100000004424023100,peripheral,0.6,10,0.493772,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",2,False,1,1,50000.0,100000.0,1,1,5,9.27574948055803e-06,0.0,False
100000004433250100,peripheral,0.55,1,0.174317,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,8000.0,0.0,1,0,2,0.0,0.0,True
100000004435304100,terminal,0.62,2,0.285901,"Наблюдаемый конечный узел: вход от 1 клиентов (26,200 KZT), исходящих нет; колено 2<4.",2,False,1,0,26200.0,0.0,1,0,1,0.0,0.0,False
100000004441291100,terminal,0.62,4,0.382396,"Наблюдаемый конечный узел: вход от 1 клиентов (20,000 KZT), исходящих нет; колено 2<4.",2,False,1,0,20000.0,0.0,1,0,4,0.0,0.0,False
100000004445291100,terminal,0.62,27,0.268811,"Наблюдаемый конечный узел: вход от 1 клиентов (19,500 KZT), исходящих нет; колено 3<4.",3,False,1,0,19500.0,0.0,2,0,1,0.0,0.0,False
100000004449824100,peripheral,0.55,19,0.139056,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,9000.0,0.0,1,0,1,0.0,0.0,True
100000004450649100,peripheral,0.6,6,0.6092,"Недостаточно признаков роли: 2 плательщиков, 2 получателей, колено 3.",3,False,2,2,192528.0,46527.0,2,2,3,9.27574948055803e-06,0.5,False
100000004451012100,peripheral,0.6,18,0.437422,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 3.",3,False,1,3,91245.0,65740.0,1,3,1,2.782724844167409e-05,0.0,False
100000004456564100,terminal,0.62,15,0.339404,"Наблюдаемый конечный узел: вход от 1 клиентов (10,000 KZT), исходящих нет; колено 2<4.",2,False,1,0,10000.0,0.0,2,0,3,0.0,0.0,False
100000004463277100,terminal,0.62,30,0.297358,"Наблюдаемый конечный узел: вход от 1 клиентов (35,000 KZT), исходящих нет; колено 2<4.",2,False,1,0,35000.0,0.0,1,0,1,0.0,0.0,False
100000004467157100,peripheral,0.6,35,0.286121,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",2,False,1,1,20000.0,7000.0,3,1,1,0.0,0.0,False
100000004472936100,peripheral,0.55,14,0.169438,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,5000.0,0.0,1,0,2,0.0,0.0,True
100000004475818100,peripheral,0.6,6,0.408964,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 3.",3,False,1,3,13000.0,53989.0,1,3,1,6.183832987038687e-05,1.0,False
100000004479404100,peripheral,0.6,46,0.5999,"Недостаточно признаков роли: 2 плательщиков, 1 получателей, колено 2.",2,False,2,1,1492000.0,300000.0,8,2,2,4.6378747402790145e-05,0.0,False
100000004480280100,peripheral,0.6,4,0.569498,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 1.",1,False,1,2,146694.0,295850.0,1,7,4,9.27574948055803e-06,1.0,False
100000004486525100,consolidator,0.83,1,0.773733,"Признаки консолидации: 8 плательщиков, 2 получателей, входящий поток 360,924 KZT.",2,False,8,2,360924.0,271045.0,21,3,3,0.0,0.5238095238095238,False
100000004488265100,terminal,0.62,7,0.300459,"Наблюдаемый конечный узел: вход от 1 клиентов (38,740 KZT), исходящих нет; колено 3<4.",3,False,1,0,38740.0,0.0,1,0,1,0.0,0.0,False
100000004491749100,terminal,0.62,9,0.312785,"Наблюдаемый конечный узел: вход от 1 клиентов (50,000 KZT), исходящих нет; колено 3<4.",3,False,1,0,50000.0,0.0,1,0,1,0.0,0.0,False
100000004491881100,terminal,0.62,2,0.263593,"Наблюдаемый конечный узел: вход от 1 клиентов (17,144 KZT), исходящих нет; колено 1<4.",1,False,1,0,17144.0,0.0,1,0,1,0.0,0.0,False
100000004493586100,terminal,0.62,1,0.239809,"Наблюдаемый конечный узел: вход от 1 клиентов (7,500 KZT), исходящих нет; колено 3<4.",3,False,1,0,7500.0,0.0,1,0,1,0.0,0.0,False
100000004494983100,terminal,0.62,2,0.297358,"Наблюдаемый конечный узел: вход от 1 клиентов (35,000 KZT), исходящих нет; колено 1<4.",1,False,1,0,35000.0,0.0,1,0,1,0.0,0.0,False
100000004497606100,terminal,0.62,2,0.260114,"Наблюдаемый конечный узел: вход от 1 клиентов (15,534 KZT), исходящих нет; колено 1<4.",1,False,1,0,15534.0,0.0,1,0,1,0.0,0.0,False
100000004500444100,peripheral,0.6,15,0.510911,"Недостаточно признаков роли: 2 плательщиков, 1 получателей, колено 3.",3,False,2,1,180000.0,74000.0,7,5,1,9.27574948055803e-06,0.42857142857142855,False
100000004500781100,peripheral,0.55,15,0.187936,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,74000.0,0.0,5,0,1,0.0,0.0,True
100000004502048100,peripheral,0.55,18,0.146255,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,13888.0,0.0,1,0,1,0.0,0.0,True
100000004508696100,peripheral,0.6,39,0.38681,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 3.",3,False,1,3,7000.0,111000.0,1,4,1,1.855149896111606e-05,1.0,False
